"","N","LEN","SIGMA","PHI","SIGMA.PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","phi_lower","phi_med","phi_upper","R_hat_sigma","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"2765",500,500,200,0.8,1,0.512,0.686,173.021,200.546,242.445,0.673073,0.750279,0.845604,1.03010394066902,1.03197450181209,15000,5000,20,500
"2766",500,500,200,0.8,1,0.528,0.688,166.702,195.2345,227.837,0.697348,0.779814,0.868375,1.00324486571764,1.01044196245422,15000,5000,20,500
"2767",500,500,200,0.8,1,0.514,0.67,184.562,219.7455,260.726,0.698561,0.786387,0.894993,0.999837364608372,1.00088197576186,15000,5000,20,500
"2768",500,500,200,0.8,1,0.48,0.672,150.237,171.384,199.164,0.589846,0.6612615,0.726163,0.999852072558533,1.00141391036004,15000,5000,20,500
"2769",500,500,200,0.8,1,0.524,0.714,165.106,190.651,220.858,0.675149,0.7564275,0.834482,1.00069671186659,1.00067141802845,15000,5000,20,500
"2770",500,500,200,0.8,1,0.512,0.682,178.652,208.454,247.354,0.684257,0.768251,0.857954,1.00022783668837,1.00053115395041,15000,5000,20,500
"2771",500,500,200,0.8,1,0.51,0.66,169,199.7385,235.385,0.659878,0.7524805,0.837913,1.00566930314816,1.00709156803041,15000,5000,20,500
"2772",500,500,200,0.8,1,0.506,0.678,172.588,200.639,238.619,0.669464,0.752013,0.849639,1.01986738728625,1.02118509462773,15000,5000,20,500
"2773",500,500,200,0.8,1,0.548,0.69,163.714,188.6225,219.237,0.701256,0.781907,0.861252,1.00595320831642,1.00302561814417,15000,5000,20,500
"2774",500,500,200,0.8,1,0.508,0.672,191.218,229.276,283.941,0.692371,0.7906,0.91748,1.00730938899192,1.00608262124086,15000,5000,20,500
"2775",500,500,200,0.8,1,0.518,0.72,177.458,210.3245,254.348,0.692911,0.777671,0.880589,1.01382532605098,1.01203774945775,15000,5000,20,500
"2776",500,500,200,0.8,1,0.502,0.662,180.599,208.2565,248.643,0.669988,0.7523445,0.83994,1.00244165422263,1.00549534796194,15000,5000,20,500
"2777",500,500,200,0.8,1,0.53,0.688,162.217,187.9725,216.713,0.694112,0.7753715,0.848634,1.00026529728473,1.00193552811721,15000,5000,20,500
"2778",500,500,200,0.8,1,0.48,0.648,194.115,241.436,296.551,0.657388,0.7735395,0.889198,1.01653668142704,1.02421480831876,15000,5000,20,500
"2779",500,500,200,0.8,1,0.528,0.668,204.311,242.1385,292.44,0.737469,0.8469685,0.952847,1.03204951618849,1.04203376651643,15000,5000,20,500
"2780",500,500,200,0.8,1,0.488,0.65,193.097,232.519,288.192,0.67305,0.7739215,0.888192,1.01154741333429,1.00752558824634,15000,5000,20,500
"2781",500,500,200,0.8,1,0.54,0.678,163.838,190.22,224.139,0.697828,0.76908,0.863604,1.00232856415976,1.00360830082839,15000,5000,20,500
"2782",500,500,200,0.8,1,0.538,0.676,185.744,217.1335,259.568,0.734395,0.8207775,0.92118,1.0076338685758,1.01277902496055,15000,5000,20,500
"2783",500,500,200,0.8,1,0.474,0.638,172.394,204.2145,250.05,0.607171,0.698361,0.790172,1.02670151553374,1.0246235472356,15000,5000,20,500
"2784",500,500,200,0.8,1,0.532,0.688,184.026,218.2885,260.163,0.717253,0.817998,0.920345,1.00199247123038,1.00432325939355,15000,5000,20,500
"2785",500,500,200,0.8,1,0.504,0.664,168.083,194.531,229.479,0.650838,0.7318475,0.812612,1.00127726642891,0.999199625058792,15000,5000,20,500
"2786",500,500,200,0.8,1,0.472,0.624,172.865,202.9365,239.89,0.615218,0.695955,0.78446,1.00282025312668,1.00317216912698,15000,5000,20,500
"2787",500,500,200,0.8,1,0.524,0.686,161.023,186.7305,218.815,0.682803,0.7513275,0.838638,1.00599976032839,1.0006008670215,15000,5000,20,500
"2788",500,500,200,0.8,1,0.528,0.694,169.914,194.427,228.001,0.694238,0.7715365,0.853432,1.00409122650846,1.0081165574397,15000,5000,20,500
"2789",500,500,200,0.8,1,0.532,0.692,179.09,209.0935,245.434,0.710452,0.804903,0.895962,1.00136047876055,1.00094684529295,15000,5000,20,500
"2790",500,500,200,0.8,1,0.526,0.698,176.479,212.005,252.926,0.689567,0.7848445,0.887464,1.03030019002828,1.02448474611851,15000,5000,20,500
"2791",500,500,200,0.8,1,0.534,0.696,169.476,195.753,228.636,0.697575,0.7733255,0.859079,1.0009362921354,1.00424611486717,15000,5000,20,500
"2792",500,500,200,0.8,1,0.544,0.712,175.189,204.2095,236.72,0.735957,0.811851,0.906748,1.00719223694747,1.0064711701673,15000,5000,20,500
"2793",500,500,200,0.8,1,0.526,0.67,177.786,207.508,244.271,0.712294,0.7873965,0.885896,1.02015687913568,1.00854342420592,15000,5000,20,500
"2794",500,500,200,0.8,1,0.478,0.63,166.46,198.701,235.085,0.614842,0.6959335,0.785951,1.0235494725525,1.01221522824768,15000,5000,20,500
"2795",500,500,200,0.8,1,0.506,0.662,172.689,204.2695,249.254,0.665961,0.74457,0.862546,1.01308238718394,1.01355617291132,15000,5000,20,500
"2796",500,500,200,0.8,1,0.494,0.666,175.478,208.102,247.861,0.641441,0.7396685,0.827748,1.00517359994981,1.00446440801889,15000,5000,20,500
"2797",500,500,200,0.8,1,0.486,0.682,186.569,229.4835,282.536,0.649471,0.757454,0.876672,1.05509802988934,1.04087595414402,15000,5000,20,500
"2798",500,500,200,0.8,1,0.524,0.69,169.827,193.4695,227.35,0.687206,0.768028,0.854142,1.01368237534563,1.00662060754971,15000,5000,20,500
"2799",500,500,200,0.8,1,0.478,0.658,163.504,192.8795,228.713,0.613378,0.682796,0.775139,1.0007219155276,1.00320560034334,15000,5000,20,500
"2800",500,500,200,0.8,1,0.498,0.682,163.664,191.3285,225.651,0.635315,0.7085915,0.794143,1.00721241469063,1.00874446662383,15000,5000,20,500
"2801",1000,500,200,0.8,1,0.535,0.676,185.452,206.4035,233.544,0.734561,0.79399,0.858917,1.01344404692688,1.00894028742741,15000,5000,20,500
"2802",1000,500,200,0.8,1,0.525,0.687,181.696,205.2605,229.942,0.722341,0.784713,0.849729,1.00777719492241,1.00634553198948,15000,5000,20,500
"2803",1000,500,200,0.8,1,0.521,0.68,178.737,197.5255,221.806,0.704727,0.76066,0.818938,1.00912961807026,1.00442786294315,15000,5000,20,500
"2804",1000,500,200,0.8,1,0.543,0.702,198.372,223.4505,252.139,0.75375,0.830606,0.89657,1.01944134110947,1.02046091763249,15000,5000,20,500
"2805",1000,500,200,0.8,1,0.494,0.661,164.903,182.9175,202.628,0.646431,0.693851,0.752587,1.00068226206803,1.00319487472841,15000,5000,20,500
"2806",1000,500,200,0.8,1,0.508,0.687,207.662,235.802,267.661,0.739152,0.8103215,0.887116,1.00137137574841,0.999589213185925,15000,5000,20,500
"2807",1000,500,200,0.8,1,0.492,0.676,170.981,191.31,213.471,0.653435,0.7038825,0.761316,1.00458829508283,1.00264248111722,15000,5000,20,500
"2808",1000,500,200,0.8,1,0.534,0.7,195.99,218.4255,245.675,0.752261,0.8112205,0.882839,1.00415781631992,1.00219308523543,15000,5000,20,500
"2809",1000,500,200,0.8,1,0.534,0.719,187.917,214.6895,240.453,0.737345,0.80738,0.875876,1.00644158069326,1.00238025183588,15000,5000,20,500
"2810",1000,500,200,0.8,1,0.481,0.649,178.705,199.23,222.578,0.648471,0.7028825,0.762659,1.00445804432035,0.999908143380445,15000,5000,20,500
"2811",1000,500,200,0.8,1,0.524,0.681,183.958,205.2,231.106,0.718827,0.777712,0.837108,1.00568881920819,1.00931028830755,15000,5000,20,500
"2812",1000,500,200,0.8,1,0.524,0.664,161.366,178.035,195.711,0.674959,0.729888,0.780235,1.00012365487296,0.99915677101859,15000,5000,20,500
"2813",1000,500,200,0.8,1,0.522,0.68,174.147,193.238,216.073,0.693812,0.752019,0.81383,1.00541051524834,1.00475651533855,15000,5000,20,500
"2814",1000,500,200,0.8,1,0.541,0.69,168.255,186.241,205.959,0.716281,0.76752,0.821785,1.00131377456417,1.00059619587919,15000,5000,20,500
"2815",1000,500,200,0.8,1,0.538,0.702,189.721,211.198,237.259,0.748329,0.81418,0.875486,1.00011631033764,0.999340321351679,15000,5000,20,500
"2816",1000,500,200,0.8,1,0.493,0.658,166.31,186.347,207.486,0.64659,0.699804,0.75697,1.00394351460529,1.00144628184568,15000,5000,20,500
"2817",1000,500,200,0.8,1,0.52,0.675,183.568,205.2315,232.068,0.71668,0.7736845,0.837989,1.00410840837038,1.00997865015083,15000,5000,20,500
"2818",1000,500,200,0.8,1,0.524,0.688,171.121,189.6015,209.903,0.6901,0.7430005,0.798345,1.00004104323357,0.999560434291089,15000,5000,20,500
"2819",1000,500,200,0.8,1,0.528,0.674,182.284,205.6845,231.601,0.719317,0.7839695,0.847872,1.01897929651184,1.01187067993062,15000,5000,20,500
"2820",1000,500,200,0.8,1,0.492,0.662,185.486,208.648,232.302,0.676542,0.735337,0.796108,1.00882029773212,1.00288748979129,15000,5000,20,500
"2821",1000,500,200,0.8,1,0.529,0.694,172.493,190.563,213.433,0.705006,0.760275,0.81718,1.00325339925834,1.00323558607772,15000,5000,20,500
"2822",1000,500,200,0.8,1,0.5,0.668,170.192,186.8115,208.901,0.662074,0.7134785,0.765841,1.00534030383504,0.999805593705656,15000,5000,20,500
"2823",1000,500,200,0.8,1,0.509,0.669,166.577,184.362,204.98,0.671258,0.7225915,0.77657,1.00514424479328,1.0004330979587,15000,5000,20,500
"2824",1000,500,200,0.8,1,0.503,0.671,170.905,190.7655,213.238,0.663263,0.71883,0.774205,1.00289788608694,1.00348117869349,15000,5000,20,500
"2825",1000,500,200,0.8,1,0.521,0.684,189.908,215.838,241.258,0.726748,0.788266,0.861976,1.00790838432964,1.00400354815237,15000,5000,20,500
"2826",1000,500,200,0.8,1,0.536,0.701,179.321,200.2015,223.4,0.72985,0.784972,0.853825,1.00269102668985,1.00356293877981,15000,5000,20,500
"2827",1000,500,200,0.8,1,0.507,0.672,185.128,210.7105,237.673,0.70221,0.759624,0.830723,1.01049674928349,1.00730024455273,15000,5000,20,500
"2828",1000,500,200,0.8,1,0.518,0.676,174.225,192.708,215.255,0.69458,0.7511365,0.808063,1.00930948361256,1.00699741649613,15000,5000,20,500
"2829",1000,500,200,0.8,1,0.5,0.687,184.28,208.85,232.606,0.686164,0.7474015,0.810284,1.00385572076008,1.00448096242512,15000,5000,20,500
"2830",1000,500,200,0.8,1,0.516,0.682,173.921,195.6435,219.104,0.686634,0.7405515,0.807753,1.00023236913604,1.00075885790028,15000,5000,20,500
"2831",1000,500,200,0.8,1,0.53,0.688,172.676,192.6065,214.751,0.706177,0.759254,0.817894,1.00679434973584,1.00728910494943,15000,5000,20,500
"2832",1000,500,200,0.8,1,0.531,0.679,190.761,215.8625,238.944,0.74789,0.8127105,0.877668,1.00727634983711,1.01164614052427,15000,5000,20,500
"2833",1000,500,200,0.8,1,0.554,0.716,178.14,196.3285,218.588,0.749229,0.8035505,0.864075,1.00465070337147,1.00721469966272,15000,5000,20,500
"2834",1000,500,200,0.8,1,0.535,0.696,187.242,209.521,236.018,0.735259,0.796134,0.871198,1.00628408610117,1.00736421772383,15000,5000,20,500
"2835",1000,500,200,0.8,1,0.524,0.677,174.987,197.966,219.441,0.70401,0.7667305,0.824754,1.00850022679052,1.00515958835133,15000,5000,20,500
"2836",1000,500,200,0.8,1,0.522,0.681,181.664,204.0135,227.931,0.713117,0.768607,0.845209,1.0250308526528,1.01967326957265,15000,5000,20,500
"2837",1000,500,200,0.8,1,0.532,0.671,175.165,196.2895,217.509,0.721762,0.776419,0.837581,1.00562344188618,1.00260332011211,15000,5000,20,500
"2838",1000,500,200,0.8,1,0.521,0.689,192.426,217.713,241.801,0.729611,0.795876,0.862094,1.0125951125205,1.00579347488676,15000,5000,20,500
"2839",1000,500,200,0.8,1,0.511,0.679,207.594,236.6625,275.148,0.738541,0.8083105,0.901082,1.00799983741871,1.01470125355994,15000,5000,20,500
"2840",1000,500,200,0.8,1,0.512,0.67,192.116,219.29,246.608,0.717577,0.786217,0.853763,1.01388754219689,1.01251773174775,15000,5000,20,500
"2841",1000,500,200,0.8,1,0.524,0.674,184.87,207.799,235.555,0.730854,0.789588,0.856365,1.00212830448043,1.00063291032566,15000,5000,20,500
"2842",1000,500,200,0.8,1,0.529,0.677,170.693,189.8635,210.01,0.709847,0.7618055,0.822932,1.00399490358531,1.00012688555447,15000,5000,20,500
"2843",1000,500,200,0.8,1,0.523,0.692,179.343,200.928,225.459,0.71174,0.7676065,0.834762,1.0113908799509,1.01242242787054,15000,5000,20,500
"2844",1000,500,200,0.8,1,0.541,0.69,185.547,206.51,233.218,0.742997,0.806295,0.872336,1.0009439480458,1.00304267293764,15000,5000,20,500
"2845",1000,500,200,0.8,1,0.503,0.666,192.41,214.803,242.046,0.707776,0.766123,0.827513,1.00122915105859,1.00037266455994,15000,5000,20,500
"2846",1000,500,200,0.8,1,0.518,0.686,185.236,207.755,232.105,0.716499,0.7736515,0.842186,1.00049570020318,1.00014438699346,15000,5000,20,500
"2847",1000,500,200,0.8,1,0.516,0.685,178.043,200.464,224.294,0.701306,0.7597575,0.821258,1.01650308797552,1.01073722689275,15000,5000,20,500
"2848",1000,500,200,0.8,1,0.506,0.665,176.908,199.813,222.524,0.680204,0.7402075,0.801847,1.01074533998649,1.01000655909502,15000,5000,20,500
"2849",1000,500,200,0.8,1,0.517,0.675,190.709,214.079,241.834,0.72002,0.7803505,0.848126,1.00850092402915,1.0058459251843,15000,5000,20,500
"2850",1000,500,200,0.8,1,0.513,0.67,192.104,217.1245,244.072,0.725306,0.7862025,0.853539,1.00536932716515,1.00178415107285,15000,5000,20,500
"2851",100,1000,200,0.8,1,0.57,0.81,186.831,235.794,303.882,0.620759,0.7419235,0.870408,1.00178025375205,1.00409204120105,15000,5000,20,500
"2852",100,1000,200,0.8,1,0.61,0.84,175.195,227.285,285.705,0.625997,0.737319,0.854528,1.01625249912356,1.00611232233658,15000,5000,20,500
"2853",100,1000,200,0.8,1,0.66,0.82,149.246,182.2665,222.802,0.671243,0.774474,0.875409,0.999779103633007,1.00040259492602,15000,5000,20,500
"2854",100,1000,200,0.8,1,0.62,0.79,163.912,205.056,251.57,0.629112,0.7384595,0.85245,0.999975032835223,1.00115966826063,15000,5000,20,500
"2855",100,1000,200,0.8,1,0.68,0.81,161.035,197.686,242.926,0.725581,0.823478,0.925947,1.00044693764244,1.00042209536517,15000,5000,20,500
"2856",100,1000,200,0.8,1,0.63,0.85,175.488,216.44,271.355,0.649503,0.762219,0.866767,1.00101161081091,0.99972291188669,15000,5000,20,500
"2857",100,1000,200,0.8,1,0.66,0.87,157.867,194.484,239.157,0.664089,0.776028,0.881907,1.00178142273652,1.00193382833638,15000,5000,20,500
"2858",100,1000,200,0.8,1,0.67,0.81,148.02,179.695,220.806,0.692868,0.804545,0.905391,1.0024528730767,1.00035070127412,15000,5000,20,500
"2859",100,1000,200,0.8,1,0.58,0.81,144.725,179.7525,220.74,0.574624,0.678615,0.799588,1.00511851056048,1.00096337008806,15000,5000,20,500
"2860",100,1000,200,0.8,1,0.65,0.78,149.492,183.8505,224.197,0.701077,0.8001695,0.912268,0.99955377757607,1.00003697454831,15000,5000,20,500
"2861",100,1000,200,0.8,1,0.68,0.83,148.229,180.3105,217.354,0.726749,0.826661,0.9165,1.00736572266898,1.00688065581447,15000,5000,20,500
"2862",100,1000,200,0.8,1,0.61,0.8,152.873,188.728,237.26,0.639037,0.7547415,0.858112,1.00122250936583,1.00213264335472,15000,5000,20,500
"2863",100,1000,200,0.8,1,0.67,0.81,148.878,189.75,231.776,0.708588,0.8066485,0.907441,1.00088061784821,1.00288031861267,15000,5000,20,500
"2864",100,1000,200,0.8,1,0.7,0.88,173.941,214.722,262.335,0.722284,0.826152,0.932795,1.00067801100054,1.00138941574042,15000,5000,20,500
"2865",100,1000,200,0.8,1,0.61,0.76,143.891,178.184,219.095,0.624403,0.7299175,0.838945,1.00238154945407,0.999897377102523,15000,5000,20,500
"2866",100,1000,200,0.8,1,0.64,0.82,168.144,205.7375,256.966,0.650585,0.755362,0.85587,1.00077086932261,1.00356077844555,15000,5000,20,500
"2867",100,1000,200,0.8,1,0.62,0.82,150.16,181.9795,226.194,0.641027,0.74597,0.858168,1.00043880996897,1.00000082022034,15000,5000,20,500
"2868",100,1000,200,0.8,1,0.66,0.82,162.915,201.973,250.458,0.675793,0.79471,0.897842,1.00133968446217,1.00488022673352,15000,5000,20,500
"2869",100,1000,200,0.8,1,0.62,0.83,158.421,196.443,240.634,0.60597,0.709746,0.819398,1.00223752979915,1.00023718319454,15000,5000,20,500
"2870",100,1000,200,0.8,1,0.69,0.89,150.132,184.1555,223.105,0.687435,0.7862055,0.87619,0.999745466155608,1.00083674116576,15000,5000,20,500
"2871",100,1000,200,0.8,1,0.65,0.83,157.894,197.465,240.525,0.639844,0.7456975,0.845101,1.00129264162869,0.999993091647893,15000,5000,20,500
"2872",100,1000,200,0.8,1,0.62,0.93,173.11,226.8195,283.489,0.601697,0.7159475,0.83082,1.00070979698971,1.0010195998668,15000,5000,20,500
"2873",100,1000,200,0.8,1,0.58,0.8,155.428,191.4715,239.649,0.591618,0.7057305,0.808351,1.00050506678692,1.00273809096573,15000,5000,20,500
"2874",100,1000,200,0.8,1,0.56,0.78,174.322,223.355,280.677,0.578087,0.701539,0.810893,1.0006398403486,1.00125778612209,15000,5000,20,500
"2875",100,1000,200,0.8,1,0.65,0.84,193.424,242.4285,307.526,0.695182,0.8145675,0.937009,0.999692989639556,1.00046365753268,15000,5000,20,500
"2876",100,1000,200,0.8,1,0.66,0.86,164.374,203.267,252.206,0.691263,0.798386,0.903736,0.999880288784234,1.00126644623502,15000,5000,20,500
"2877",100,1000,200,0.8,1,0.64,0.88,157.016,199.0325,246.374,0.645952,0.7518305,0.85136,1.00453996067865,1.00047526074749,15000,5000,20,500
"2878",100,1000,200,0.8,1,0.62,0.77,163.203,202.571,250.937,0.659106,0.7681455,0.883933,1.00120140515105,1.00144297663276,15000,5000,20,500
"2879",100,1000,200,0.8,1,0.7,0.88,179.681,218.736,274.458,0.715942,0.8199425,0.910087,1.00633845746169,1.00112300230168,15000,5000,20,500
"2880",100,1000,200,0.8,1,0.59,0.81,127.387,156.2155,194.131,0.564318,0.671745,0.769288,1.00000374486814,1.00000768198226,15000,5000,20,500
"2881",100,1000,200,0.8,1,0.7,0.85,142.839,177.3625,214.565,0.708606,0.8074925,0.901953,1.00147391863704,1.00079059539816,15000,5000,20,500
"2882",100,1000,200,0.8,1,0.59,0.83,156.387,193.3275,241.157,0.593958,0.7137295,0.822128,0.999817612173525,0.999891712764235,15000,5000,20,500
"2883",100,1000,200,0.8,1,0.69,0.87,154.799,192.8795,238.553,0.675762,0.768894,0.874413,1.00090860964383,1.00050243359482,15000,5000,20,500
"2884",100,1000,200,0.8,1,0.61,0.89,154.688,190.036,235.189,0.578945,0.6854865,0.793534,0.999884419476597,0.999878377836601,15000,5000,20,500
"2885",100,1000,200,0.8,1,0.69,0.83,145.649,179.8595,219.37,0.724873,0.826655,0.919948,0.999125122625276,1.00192833673978,15000,5000,20,500
"2886",100,1000,200,0.8,1,0.58,0.84,159.845,200.27,249.836,0.574214,0.6825545,0.800425,0.999909633745957,1.0021679813566,15000,5000,20,500
"2887",100,1000,200,0.8,1,0.57,0.85,172.603,219.78,274.745,0.576156,0.698153,0.806168,1.00686126915013,1.0034556623535,15000,5000,20,500
"2888",100,1000,200,0.8,1,0.63,0.84,160.073,197.8645,242.523,0.644784,0.761279,0.862889,0.999902025848235,1.00032833540466,15000,5000,20,500
"2889",100,1000,200,0.8,1,0.74,0.83,163.159,199.2795,243.765,0.789054,0.8899215,0.979703,1.00267116390063,1.00226891094458,15000,5000,20,500
"2890",100,1000,200,0.8,1,0.62,0.79,168.129,208.419,259.481,0.651167,0.763044,0.884371,1.00850588420927,1.00349296982596,15000,5000,20,500
"2891",100,1000,200,0.8,1,0.58,0.82,168.577,207.8795,260.515,0.607803,0.709064,0.830693,1.00030288927687,1.00103312463456,15000,5000,20,500
"2892",100,1000,200,0.8,1,0.68,0.92,146.858,179.7715,218.848,0.669014,0.7662955,0.859392,1.00413958197176,1.00122474587513,15000,5000,20,500
"2893",100,1000,200,0.8,1,0.73,0.89,164.638,196.873,240.184,0.764926,0.8618705,0.955492,1.00183840147029,1.0001200641207,15000,5000,20,500
"2894",100,1000,200,0.8,1,0.61,0.82,161.605,198.5115,246.382,0.614452,0.725621,0.827579,1.0002660658237,1.00170974260318,15000,5000,20,500
"2895",100,1000,200,0.8,1,0.64,0.85,155.479,194.2945,238.047,0.636025,0.753361,0.862698,1.00292723249665,1.0032810307433,15000,5000,20,500
"2896",100,1000,200,0.8,1,0.66,0.85,185.889,231.698,284.864,0.699127,0.8098085,0.920717,1.00138531458381,0.999934214570188,15000,5000,20,500
"2897",100,1000,200,0.8,1,0.56,0.78,149.428,185.696,233.387,0.576418,0.688998,0.800754,1.00149387830929,1.00138256781665,15000,5000,20,500
"2898",100,1000,200,0.8,1,0.66,0.85,141.056,169.4215,207.368,0.65108,0.7583055,0.853087,1.00220733108813,0.999879367390244,15000,5000,20,500
"2899",100,1000,200,0.8,1,0.66,0.82,175.037,217.283,268.316,0.669784,0.7826375,0.888996,1.00230949273297,1.00332290124167,15000,5000,20,500
"2900",100,1000,200,0.8,1,0.65,0.87,148.774,183.2535,225.42,0.652661,0.7643805,0.860647,1.00283777577938,1.00017772299711,15000,5000,20,500
"2901",500,1000,200,0.8,1,0.67,0.884,178.206,196.078,214.741,0.729633,0.7746715,0.821042,1.00049730179003,0.999448582564866,15000,5000,20,500
"2902",500,1000,200,0.8,1,0.65,0.85,189.762,208.071,228.683,0.714343,0.7589335,0.807642,1.00202544183651,1.00180052775148,15000,5000,20,500
"2903",500,1000,200,0.8,1,0.662,0.852,192.948,214.272,233.053,0.740963,0.78888,0.834675,1.00773730305534,1.00363577818763,15000,5000,20,500
"2904",500,1000,200,0.8,1,0.652,0.844,177.482,194.0645,213.214,0.721067,0.7712785,0.816616,1.00209634663502,0.999619369755499,15000,5000,20,500
"2905",500,1000,200,0.8,1,0.654,0.832,182.864,198.718,218.627,0.727386,0.7754015,0.826712,0.999288584513459,0.999913722505384,15000,5000,20,500
"2906",500,1000,200,0.8,1,0.612,0.836,190.759,209.5085,230.595,0.692954,0.7416525,0.797448,0.999544865524445,0.999350505948003,15000,5000,20,500
"2907",500,1000,200,0.8,1,0.626,0.822,180.455,199.1815,218.301,0.704175,0.7548045,0.799244,1.0012870103878,1.00274930116446,15000,5000,20,500
"2908",500,1000,200,0.8,1,0.632,0.848,174.754,192.4675,209.581,0.697489,0.7501195,0.797894,1.00254148830412,1.00168837701141,15000,5000,20,500
"2909",500,1000,200,0.8,1,0.61,0.81,187.745,204.674,226.895,0.677013,0.7305935,0.777345,1.00005907402451,0.999504625007467,15000,5000,20,500
"2910",500,1000,200,0.8,1,0.66,0.848,168.247,182.6145,200.022,0.719076,0.762236,0.810263,1.00175198341549,1.00275988093752,15000,5000,20,500
"2911",500,1000,200,0.8,1,0.646,0.858,182.597,200.8005,218.411,0.717316,0.7665945,0.815205,0.999682020847056,1.00376481536083,15000,5000,20,500
"2912",500,1000,200,0.8,1,0.644,0.844,165.618,181.4885,198.023,0.700186,0.7443905,0.792314,1.00050922232059,0.999882814846437,15000,5000,20,500
"2913",500,1000,200,0.8,1,0.648,0.854,185.055,203.432,221.703,0.726706,0.7768725,0.825005,0.999682070255137,1.00015703278698,15000,5000,20,500
"2914",500,1000,200,0.8,1,0.614,0.844,171.169,189.917,207.822,0.681295,0.7269865,0.77449,0.999918302959874,1.00043101178857,15000,5000,20,500
"2915",500,1000,200,0.8,1,0.66,0.85,185.507,202.4565,222.657,0.737413,0.7870865,0.829681,1.00045531906446,0.999453285722932,15000,5000,20,500
"2916",500,1000,200,0.8,1,0.634,0.83,179.752,196.446,215.977,0.718713,0.7663755,0.814418,1.0038983077139,1.00231751786878,15000,5000,20,500
"2917",500,1000,200,0.8,1,0.656,0.832,174.847,192.5035,210.387,0.73433,0.7790055,0.824554,1.00137753409349,1.00009817671727,15000,5000,20,500
"2918",500,1000,200,0.8,1,0.646,0.83,184.822,202.3405,223.104,0.727316,0.776992,0.825528,1.00186555612612,1.00023718983919,15000,5000,20,500
"2919",500,1000,200,0.8,1,0.614,0.83,189.343,207.8455,230.083,0.699813,0.7502075,0.80209,1.00026415023745,1.00059325724668,15000,5000,20,500
"2920",500,1000,200,0.8,1,0.636,0.808,202.332,222.9235,244.998,0.717735,0.771254,0.818847,1.00073054487802,1.00062182818466,15000,5000,20,500
"2921",500,1000,200,0.8,1,0.658,0.826,177.317,193.59,210.181,0.732466,0.7853245,0.826565,1.00070266575702,1.00096475538164,15000,5000,20,500
"2922",500,1000,200,0.8,1,0.66,0.848,189.017,206.4995,225.373,0.74515,0.79295,0.840033,1.00421743303824,1.00656383931968,15000,5000,20,500
"2923",500,1000,200,0.8,1,0.634,0.804,183.644,200.6135,222.053,0.718172,0.7695865,0.813185,1.0055453151898,0.999987364060284,15000,5000,20,500
"2924",500,1000,200,0.8,1,0.624,0.846,169.951,186.8925,204.896,0.689701,0.7388425,0.787714,1.00030104915915,0.999384540757122,15000,5000,20,500
"2925",500,1000,200,0.8,1,0.672,0.86,164.966,180.5415,195.672,0.737675,0.783889,0.827438,1.00474579318201,1.0060612300149,15000,5000,20,500
"2926",500,1000,200,0.8,1,0.6,0.832,193.736,215.2855,237.666,0.676759,0.728506,0.781063,1.0013651241793,0.99936670907638,15000,5000,20,500
"2927",500,1000,200,0.8,1,0.61,0.842,175.952,192.953,212.256,0.665977,0.7163835,0.763149,1.00251902574073,1.00114858403713,15000,5000,20,500
"2928",500,1000,200,0.8,1,0.68,0.838,180.814,197.9665,215.269,0.756612,0.8111875,0.852251,1.00003891195546,1.00022985119787,15000,5000,20,500
"2929",500,1000,200,0.8,1,0.666,0.868,178.095,194.981,213.47,0.726016,0.775854,0.820943,1.00234514438785,1.00037630292289,15000,5000,20,500
"2930",500,1000,200,0.8,1,0.634,0.848,184.187,202.0885,221.58,0.697765,0.7471795,0.793213,1.00056449464489,1.00327476877519,15000,5000,20,500
"2931",500,1000,200,0.8,1,0.636,0.85,185.183,201.5135,221.733,0.702714,0.7509015,0.79843,0.999911282597165,1.00290936623524,15000,5000,20,500
"2932",500,1000,200,0.8,1,0.622,0.858,172.344,190.7245,208.384,0.674408,0.717234,0.768742,1.00421978852326,1.00359897510367,15000,5000,20,500
"2933",500,1000,200,0.8,1,0.644,0.86,179.464,198.6075,217.02,0.705949,0.7541215,0.80322,0.999687359979401,1.00009597895327,15000,5000,20,500
"2934",500,1000,200,0.8,1,0.642,0.84,180.638,197.464,217.987,0.716613,0.763364,0.813512,1.00577623201459,1.00246752622075,15000,5000,20,500
"2935",500,1000,200,0.8,1,0.676,0.85,178.521,195.8765,212.111,0.748917,0.796693,0.836571,1.0024655184449,0.999954941505541,15000,5000,20,500
"2936",500,1000,200,0.8,1,0.634,0.826,181.553,200.0885,217.954,0.698668,0.7478265,0.796419,1.00048594024473,1.00022139057021,15000,5000,20,500
"2937",500,1000,200,0.8,1,0.638,0.84,184.008,200.3385,219.781,0.712865,0.7621305,0.809149,1.00227631459626,1.00203024162947,15000,5000,20,500
"2938",500,1000,200,0.8,1,0.616,0.818,185.641,203.1535,224.328,0.690264,0.7432015,0.789152,1.00026348626025,1.00094777349685,15000,5000,20,500
"2939",500,1000,200,0.8,1,0.658,0.842,165.092,180.7065,197.696,0.715656,0.762645,0.80764,1.00005714103117,1.00082751870585,15000,5000,20,500
"2940",500,1000,200,0.8,1,0.64,0.836,195.327,216.168,235.62,0.731413,0.782466,0.827795,1.00110456083518,1.00396963890715,15000,5000,20,500
