"","N","LEN","DELTA","PHI","SIGMA.PHI","Pcap","Pstay","delta_lower","delta_med","delta_upper","phi_lower","phi_med","phi_upper","R_hat_delta","R_hat_phi","MCMCiter","Burn_in","N_thin","N_sample"
"2095",1000,1000,50,0.8,1,0.711,0.955,48.6279,52.64965,56.9249,0.716624,0.743682,0.775179,1.0013240721413,1.00047082674806,15000,5000,20,500
"2096",1000,1000,50,0.8,1,0.702,0.937,47.2261,51.44715,55.1938,0.719732,0.7468505,0.776302,0.999403483911754,1.00432838410058,15000,5000,20,500
"2097",1000,1000,50,0.8,1,0.753,0.957,46.1976,49.94155,54.0146,0.761226,0.78639,0.81392,1.00149583221775,0.999455401760004,15000,5000,20,500
"2098",1000,1000,50,0.8,1,0.726,0.946,44.5607,48.3822,52.1194,0.738115,0.765607,0.794361,1.00389091354714,0.999231921061132,15000,5000,20,500
"2099",1000,1000,50,0.8,1,0.715,0.952,46.6709,50.1758,54.4115,0.725325,0.7504275,0.781833,0.9992311610687,0.999855353257524,15000,5000,20,500
"2100",1000,1000,50,0.8,1,0.732,0.953,45.547,49.2322,52.9072,0.744519,0.772431,0.801162,1.00109738778966,1.00018789820029,15000,5000,20,500
"2101",100,500,100,0.8,1,0.56,0.73,52.3351,74.00815,102.355,0.533004,0.6616435,0.769052,1.00080128629666,1.00322921020439,15000,5000,20,500
"2102",100,500,100,0.8,1,0.58,0.74,53.7767,72.07695,100.762,0.579331,0.691528,0.820866,1.01180317031352,1.00393386187842,15000,5000,20,500
"2103",100,500,100,0.8,1,0.64,0.81,84.5052,122.1565,174.042,0.720172,0.839587,0.978457,1.02444221834302,1.01727615654417,15000,5000,20,500
"2104",100,500,100,0.8,1,0.67,0.84,58.0319,80.5379,109.878,0.65536,0.7599635,0.870283,1.01190996781471,1.00025751598372,15000,5000,20,500
"2105",100,500,100,0.8,1,0.64,0.86,71.1961,102.8955,145.879,0.651119,0.79677,0.928419,1.01563544545011,1.00454288469027,15000,5000,20,500
"2106",100,500,100,0.8,1,0.58,0.81,75.9842,108.109,160.109,0.607339,0.7331365,0.873599,1.0019889635014,1.00375037913973,15000,5000,20,500
"2107",100,500,100,0.8,1,0.62,0.84,50.9089,67.963,93.421,0.607608,0.727275,0.837497,1.00328289743575,0.9998303576713,15000,5000,20,500
"2108",100,500,100,0.8,1,0.69,0.87,73.0386,100.7365,139.568,0.750376,0.859809,0.989343,1.0015872451853,0.999461923825174,15000,5000,20,500
"2109",100,500,100,0.8,1,0.57,0.77,61.6753,86.79775,121.561,0.568606,0.7062915,0.820269,1.00310285188714,1.00117767349246,15000,5000,20,500
"2110",100,500,100,0.8,1,0.58,0.73,67.1734,100.9905,143.587,0.604956,0.740965,0.882768,1.01612571292521,1.01270813907865,15000,5000,20,500
"2111",100,500,100,0.8,1,0.6,0.77,67.216,93.6229,131.456,0.633978,0.7659545,0.899058,1.01217764175753,1.00538095222856,15000,5000,20,500
"2112",100,500,100,0.8,1,0.59,0.84,75.133,109.2725,163.617,0.6175,0.741123,0.915854,1.05414496430357,1.04368752074234,15000,5000,20,500
"2113",100,500,100,0.8,1,0.62,0.83,79.2587,116.5075,173.291,0.651973,0.7944715,0.955908,1.00103522260212,1.00125957425773,15000,5000,20,500
"2114",100,500,100,0.8,1,0.52,0.76,61.8901,89.58615,131.629,0.514386,0.6434955,0.763047,1.00216063627789,1.00093469806238,15000,5000,20,500
"2115",100,500,100,0.8,1,0.61,0.83,77.069,113.6015,163.173,0.634678,0.767879,0.915931,1.008993590241,1.00188636837142,15000,5000,20,500
"2116",100,500,100,0.8,1,0.63,0.8,74.5847,110,156.539,0.645598,0.7927945,0.936349,1.01044129136524,1.00774360071471,15000,5000,20,500
"2117",100,500,100,0.8,1,0.66,0.8,70.956,100.935,140.51,0.714544,0.845034,0.970395,1.00192221131247,1.0022073941353,15000,5000,20,500
"2118",100,500,100,0.8,1,0.63,0.8,70.1625,99.9226,136.981,0.723904,0.8393135,0.981557,1.00972798524297,1.00120192171545,15000,5000,20,500
"2119",100,500,100,0.8,1,0.67,0.82,83.6757,122.602,171.788,0.754021,0.8702655,0.99957,1.01600699733207,1.00904734016469,15000,5000,20,500
"2120",100,500,100,0.8,1,0.59,0.79,71.192,103.75,145.959,0.648613,0.780612,0.920214,1.00123659443219,1.00130715049468,15000,5000,20,500
"2121",100,500,100,0.8,1,0.62,0.78,74.0472,105.316,146.762,0.67951,0.8068945,0.936788,1.00447220696959,1.00165608833312,15000,5000,20,500
"2122",100,500,100,0.8,1,0.64,0.84,85.9205,127.005,177.413,0.721787,0.8544185,0.982633,1.02896265858133,1.01836887611106,15000,5000,20,500
"2123",100,500,100,0.8,1,0.55,0.84,69.0908,103.937,151.49,0.527129,0.6855065,0.817951,1.00961680340344,1.00231120802185,15000,5000,20,500
"2124",100,500,100,0.8,1,0.66,0.86,69.678,102.333,137.982,0.687944,0.82177,0.944276,1.00277647010725,1.00561589605401,15000,5000,20,500
"2125",100,500,100,0.8,1,0.57,0.81,67.0766,102.957,146.009,0.582954,0.706359,0.844951,1.01550970486668,1.00428725167141,15000,5000,20,500
"2126",100,500,100,0.8,1,0.57,0.7,49.5218,69.57985,96.6689,0.549066,0.671084,0.787001,1.00054956432672,1.00003096415678,15000,5000,20,500
"2127",100,500,100,0.8,1,0.59,0.82,67.3712,98.6682,143.227,0.59994,0.732118,0.876519,1.00672929719366,1.00800432362388,15000,5000,20,500
"2128",100,500,100,0.8,1,0.55,0.76,59.7084,89.98925,127.46,0.528408,0.667046,0.785112,1.0020176114229,0.999357418627986,15000,5000,20,500
"2129",100,500,100,0.8,1,0.58,0.8,52.816,72.65615,102.261,0.571496,0.683772,0.809416,0.999268561020229,0.999331209616269,15000,5000,20,500
"2130",100,500,100,0.8,1,0.59,0.82,98.6356,148.013,228.1,0.643081,0.797363,0.964624,1.00695843883625,1.00969977284522,15000,5000,20,500
"2131",100,500,100,0.8,1,0.63,0.78,84.2926,126.16,182.176,0.709389,0.836812,0.998535,1.0133138610589,1.0025906478685,15000,5000,20,500
"2132",100,500,100,0.8,1,0.62,0.84,83.0043,129.5495,188.623,0.657483,0.8048345,0.959951,1.01073636052221,1.00380173286149,15000,5000,20,500
"2133",100,500,100,0.8,1,0.59,0.8,70.8292,102.503,143.703,0.615961,0.743573,0.877765,1.00235539082131,1.00207279974777,15000,5000,20,500
"2134",100,500,100,0.8,1,0.58,0.74,71.0892,103.0435,153.075,0.611125,0.754487,0.899428,1.0062562746025,1.00304450758995,15000,5000,20,500
"2135",100,500,100,0.8,1,0.58,0.75,76.3868,112.5865,169.789,0.613647,0.7480255,0.910917,0.999641276037058,0.999685985446327,15000,5000,20,500
"2136",100,500,100,0.8,1,0.55,0.75,78.4058,112.987,161.285,0.583387,0.7253995,0.885532,1.00527585286631,1.00237320644636,15000,5000,20,500
"2137",100,500,100,0.8,1,0.56,0.73,85.9451,132.925,193.048,0.632851,0.7799955,0.951806,1.00309554679977,1.00236067238845,15000,5000,20,500
"2138",100,500,100,0.8,1,0.66,0.83,75.3552,106.7075,152.593,0.713861,0.835722,0.98242,1.00026158396745,1.00186093420742,15000,5000,20,500
"2139",100,500,100,0.8,1,0.62,0.81,45.9131,60.57675,82.3326,0.614222,0.7165465,0.835297,1.0006727623854,0.999762953912457,15000,5000,20,500
"2140",100,500,100,0.8,1,0.62,0.86,58.0165,85.0203,120.093,0.616136,0.719907,0.846363,1.0080993745796,1.00476249476136,15000,5000,20,500
"2141",100,500,100,0.8,1,0.62,0.84,60.0191,84.53495,114.708,0.617835,0.7415095,0.853065,1.01097524891239,1.00305546977477,15000,5000,20,500
"2142",100,500,100,0.8,1,0.72,0.83,95.7278,128.4965,164.816,0.850958,0.9431665,0.999806,1.02279629970722,1.00327720312034,15000,5000,20,500
"2143",100,500,100,0.8,1,0.55,0.82,62.8551,93.7661,137.965,0.544278,0.663975,0.803977,1.00406886319327,1.00169945371892,15000,5000,20,500
"2144",100,500,100,0.8,1,0.66,0.82,60.2215,86.60005,115.99,0.692504,0.804389,0.93399,1.00309568464503,1.00224013179155,15000,5000,20,500
"2145",100,500,100,0.8,1,0.55,0.77,94.6597,149.934,227.522,0.628427,0.776231,0.975209,1.05924404772938,1.04260483027757,15000,5000,20,500
"2146",100,500,100,0.8,1,0.61,0.86,69.6124,105.156,148.699,0.627637,0.748317,0.898239,1.0132554195309,1.01113194179233,15000,5000,20,500
"2147",100,500,100,0.8,1,0.72,0.84,59.0202,82.34965,110.306,0.738132,0.8476745,0.956817,1.01641891581307,1.01306401083533,15000,5000,20,500
"2148",100,500,100,0.8,1,0.61,0.79,61.3264,87.3551,122.468,0.619879,0.745436,0.874585,1.01224831815596,1.00561574314971,15000,5000,20,500
"2149",100,500,100,0.8,1,0.6,0.76,65.9142,96.43055,136.722,0.607861,0.7203815,0.863811,1.0462853632183,1.03892867552163,15000,5000,20,500
"2150",100,500,100,0.8,1,0.62,0.86,70.5047,104.7625,151.684,0.637785,0.7727165,0.925514,1.02018807100538,1.01014526884652,15000,5000,20,500
"2151",500,500,100,0.8,1,0.598,0.798,80.6562,94.73655,110.177,0.681621,0.737478,0.796377,1.00873362572402,1.00408568398396,15000,5000,20,500
"2152",500,500,100,0.8,1,0.592,0.788,89.6711,108.4435,126.266,0.707899,0.761977,0.827931,1.00560760593131,1.00633867891435,15000,5000,20,500
"2153",500,500,100,0.8,1,0.634,0.822,95.6329,112.9315,132.49,0.729111,0.7950845,0.860307,1.00083031821219,1.00035010505984,15000,5000,20,500
"2154",500,500,100,0.8,1,0.612,0.812,95.9642,114.4285,135.534,0.713778,0.78143,0.842845,1.01980474547757,1.013166071241,15000,5000,20,500
"2155",500,500,100,0.8,1,0.634,0.808,81.5598,94.4351,109.123,0.726527,0.7834585,0.836172,1.00058243547093,1.00141213984688,15000,5000,20,500
"2156",500,500,100,0.8,1,0.63,0.814,83.8609,96.49295,112.999,0.711169,0.768896,0.824805,1.00682238453972,1.00354051735991,15000,5000,20,500
"2157",500,500,100,0.8,1,0.606,0.814,95.6651,114.216,133.198,0.717592,0.7842345,0.848506,1.01740294053158,1.01209076878699,15000,5000,20,500
"2158",500,500,100,0.8,1,0.628,0.798,81.5545,96.0956,112.665,0.724824,0.7821345,0.838299,1.00774834810922,1.00099321287167,15000,5000,20,500
"2159",500,500,100,0.8,1,0.624,0.84,78.704,91.21515,105.778,0.702565,0.757437,0.813865,1.00455516681482,1.00890436988567,15000,5000,20,500
"2160",500,500,100,0.8,1,0.564,0.788,92.6744,109.5635,130.056,0.660185,0.7178735,0.787814,1.00549174758733,1.00410025490314,15000,5000,20,500
"2161",500,500,100,0.8,1,0.634,0.816,84.3905,97.35175,113.146,0.724953,0.783278,0.842711,1.00123878154879,1.00246940400163,15000,5000,20,500
"2162",500,500,100,0.8,1,0.592,0.786,80.1859,96.89455,113.147,0.67347,0.7347715,0.797049,1.00637790339906,1.00296433802568,15000,5000,20,500
"2163",500,500,100,0.8,1,0.62,0.814,91.8811,108.049,127.635,0.714865,0.781555,0.836668,1.00622441614033,1.01779613458218,15000,5000,20,500
"2164",500,500,100,0.8,1,0.546,0.782,81.1094,95.27475,110.642,0.621553,0.6747565,0.737255,0.999497089186031,1.00364476149632,15000,5000,20,500
"2165",500,500,100,0.8,1,0.604,0.802,93.1521,109.83,129.608,0.707334,0.766947,0.834551,1.02125857565925,1.02213492893375,15000,5000,20,500
"2166",500,500,100,0.8,1,0.62,0.816,84.4755,98.83215,114.573,0.714754,0.767511,0.820949,1.00061687536347,0.999342238899719,15000,5000,20,500
"2167",500,500,100,0.8,1,0.63,0.82,104.104,125.6445,145.96,0.769244,0.8362885,0.903977,1.0124580871784,1.00826175630936,15000,5000,20,500
"2168",500,500,100,0.8,1,0.588,0.802,88.0497,103.5795,120.59,0.681942,0.742884,0.805226,1.00296759917518,0.999064331492817,15000,5000,20,500
"2169",500,500,100,0.8,1,0.634,0.816,96.5281,112.894,133.84,0.753561,0.8154465,0.880243,1.01164246229554,1.00669767355062,15000,5000,20,500
"2170",500,500,100,0.8,1,0.642,0.84,85.4311,97.224,115.178,0.73672,0.7926365,0.853632,1.00279699955102,1.00247131934693,15000,5000,20,500
"2171",500,500,100,0.8,1,0.604,0.798,94.4307,109.5105,129.308,0.716572,0.778103,0.844626,1.00064926442538,1.00253470754868,15000,5000,20,500
"2172",500,500,100,0.8,1,0.58,0.816,89.3196,104.2275,123.732,0.666101,0.7238655,0.788598,1.0000216269986,1.00269253793875,15000,5000,20,500
"2173",500,500,100,0.8,1,0.64,0.824,81.9124,94.73585,109.297,0.726274,0.7799965,0.834284,0.999701423243724,1.00555580407393,15000,5000,20,500
"2174",500,500,100,0.8,1,0.618,0.808,77.5499,91.34875,104.325,0.701389,0.751743,0.811187,1.00680555789832,1.00763623031149,15000,5000,20,500
"2175",500,500,100,0.8,1,0.628,0.802,85.7021,97.79515,115.061,0.727785,0.78231,0.83969,1.01025778061278,1.00433568635063,15000,5000,20,500
"2176",500,500,100,0.8,1,0.616,0.83,83.1289,97.0349,112.71,0.704223,0.7640695,0.821944,1.00287527119625,1.00211477413915,15000,5000,20,500
"2177",500,500,100,0.8,1,0.604,0.772,92.3911,108.02,125.177,0.717483,0.778749,0.835734,1.01102267289653,1.00604738249812,15000,5000,20,500
"2178",500,500,100,0.8,1,0.586,0.786,73.3649,85.6834,97.8521,0.663185,0.7153625,0.77582,1.00442675989503,1.00069793892827,15000,5000,20,500
"2179",500,500,100,0.8,1,0.62,0.812,82.4941,94.46475,109.634,0.715669,0.770984,0.827899,1.00170517655456,1.00166266799661,15000,5000,20,500
"2180",500,500,100,0.8,1,0.616,0.798,76.4147,90.47025,103.544,0.701582,0.7519715,0.812908,0.999576595585941,1.00149814211339,15000,5000,20,500
"2181",500,500,100,0.8,1,0.576,0.814,81.357,96.15005,112.605,0.661708,0.712609,0.773838,1.003041278103,1.00622934913812,15000,5000,20,500
"2182",500,500,100,0.8,1,0.62,0.808,82.2906,96.1982,112.438,0.702836,0.759397,0.818864,1.00169618105989,1.00062333491595,15000,5000,20,500
"2183",500,500,100,0.8,1,0.602,0.786,89.3192,105.2985,123.862,0.697171,0.760903,0.817306,1.00114786779058,1.00322976014093,15000,5000,20,500
"2184",500,500,100,0.8,1,0.548,0.776,85.7359,99.7247,118.992,0.631199,0.6837825,0.747727,1.00082964147893,1.00071390373255,15000,5000,20,500
"2185",500,500,100,0.8,1,0.606,0.806,77.3967,90.41355,104.846,0.675223,0.735154,0.789316,1.00106949756916,1.00277437202237,15000,5000,20,500
"2186",500,500,100,0.8,1,0.644,0.834,85.0965,99.55965,114.667,0.749771,0.804763,0.86566,1.00649982463074,1.00031815096776,15000,5000,20,500
"2187",500,500,100,0.8,1,0.59,0.784,75.0208,87.26495,101.09,0.662218,0.714419,0.771406,1.00069557741446,0.999667127842509,15000,5000,20,500
"2188",500,500,100,0.8,1,0.61,0.784,87.4757,103.7315,121.401,0.705276,0.762325,0.826243,1.00556196284537,1.00510492319543,15000,5000,20,500
"2189",500,500,100,0.8,1,0.65,0.82,85.282,100.682,115.286,0.762179,0.818569,0.878464,1.00033272640636,0.999158743570915,15000,5000,20,500
"2190",500,500,100,0.8,1,0.59,0.77,88.7679,105.5,124.133,0.679627,0.7422675,0.806013,1.00269728343689,1.00427126264222,15000,5000,20,500
"2191",500,500,100,0.8,1,0.584,0.79,84.1088,98.43195,115.391,0.673294,0.7307525,0.783911,1.00940690052573,1.00484836391054,15000,5000,20,500
"2192",500,500,100,0.8,1,0.62,0.806,82.6832,97.406,112.576,0.706007,0.761491,0.820023,1.00659143264146,1.0075233214447,15000,5000,20,500
"2193",500,500,100,0.8,1,0.596,0.782,83.0869,96.79875,114.442,0.68124,0.741197,0.798002,1.00427084345842,1.00603114594743,15000,5000,20,500
"2194",500,500,100,0.8,1,0.606,0.804,87.0441,102.772,119.952,0.695984,0.757666,0.818037,1.00446142420855,1.00194817274093,15000,5000,20,500
"2195",500,500,100,0.8,1,0.622,0.824,81.5869,95.25925,109.91,0.717276,0.777607,0.833151,1.0002877226107,1.00095172242403,15000,5000,20,500
"2196",500,500,100,0.8,1,0.628,0.816,88.8927,104.6645,123.06,0.728253,0.7892305,0.844914,1.00355654974726,1.00392193453666,15000,5000,20,500
"2197",500,500,100,0.8,1,0.638,0.822,83.4317,97.40185,112.107,0.74554,0.796675,0.858773,1.00021257394717,1.00520961748278,15000,5000,20,500
"2198",500,500,100,0.8,1,0.624,0.808,81.4262,95.2795,111.34,0.721386,0.773708,0.834119,0.999908851183784,1.0003969916505,15000,5000,20,500
"2199",500,500,100,0.8,1,0.604,0.8,79.4909,93.4814,108.515,0.681647,0.743868,0.797834,1.00045225304641,1.00052188257422,15000,5000,20,500
"2200",500,500,100,0.8,1,0.618,0.81,89.4158,106.063,123.522,0.723615,0.7862985,0.845594,1.01314122602301,1.00468979585218,15000,5000,20,500
"2201",1000,500,100,0.8,1,0.619,0.8,89.9255,100.173,111.294,0.737215,0.7764775,0.818282,0.999577156810653,0.999780647003085,15000,5000,20,500
"2202",1000,500,100,0.8,1,0.635,0.813,87.6277,97.59475,109.607,0.747854,0.790178,0.829467,0.999732145525249,1.0019573985883,15000,5000,20,500
"2203",1000,500,100,0.8,1,0.593,0.805,91.1762,101.4665,115.184,0.700544,0.740135,0.777674,1.00265431783901,1.00013688241714,15000,5000,20,500
"2204",1000,500,100,0.8,1,0.623,0.811,87.9318,98.08425,109.444,0.725719,0.766398,0.807639,1.00070854611155,1.00726965014836,15000,5000,20,500
"2205",1000,500,100,0.8,1,0.594,0.772,96.559,109.14,123.013,0.717754,0.7609245,0.809863,1.00327558379762,1.0068606156542,15000,5000,20,500
"2206",1000,500,100,0.8,1,0.607,0.822,91.9948,102.2725,114.435,0.716738,0.7593185,0.799495,1.01110481862994,1.00087677202517,15000,5000,20,500
"2207",1000,500,100,0.8,1,0.604,0.821,91.054,102.3135,115.372,0.713158,0.7560505,0.798355,1.00755293852415,1.01419700707693,15000,5000,20,500
"2208",1000,500,100,0.8,1,0.601,0.783,88.8241,98.53545,111.046,0.711353,0.746459,0.794399,1.0036162692355,1.00248262503729,15000,5000,20,500
"2209",1000,500,100,0.8,1,0.598,0.789,92.4992,103.7315,115.966,0.713208,0.7535555,0.797625,1.00249615126534,1.00037199741537,15000,5000,20,500
"2210",1000,500,100,0.8,1,0.623,0.821,84.8416,94.5296,105.496,0.715921,0.755174,0.794891,1.00472359036519,1.00181960814385,15000,5000,20,500
"2211",1000,500,100,0.8,1,0.609,0.792,88.3984,97.84135,108.844,0.722202,0.762976,0.803335,1.00044018867805,1.00239098013776,15000,5000,20,500
"2212",1000,500,100,0.8,1,0.623,0.802,88.9458,98.0921,110.192,0.727557,0.775085,0.813947,1.01617899586643,1.01026685736887,15000,5000,20,500
"2213",1000,500,100,0.8,1,0.627,0.81,86.0011,95.7352,106.687,0.736337,0.778007,0.817187,1.00084251444042,1.0007018617924,15000,5000,20,500
"2214",1000,500,100,0.8,1,0.622,0.817,95.5773,106.248,118.856,0.744435,0.786371,0.827681,1.01043249037692,1.00611941478605,15000,5000,20,500
"2215",1000,500,100,0.8,1,0.625,0.818,85.5703,95.7556,106.497,0.723539,0.7677345,0.805756,1.00104124195518,0.999506331694514,15000,5000,20,500
"2216",1000,500,100,0.8,1,0.611,0.802,85.844,95.57135,107.492,0.715547,0.7563275,0.796107,0.999958903745076,0.999640420214655,15000,5000,20,500
"2217",1000,500,100,0.8,1,0.589,0.779,80.5301,89.3186,99.8335,0.682494,0.722113,0.764829,1.00014085988838,1.0012951741802,15000,5000,20,500
"2218",1000,500,100,0.8,1,0.645,0.826,87.6656,97.8837,108.72,0.744444,0.7859515,0.82266,1.00664583940412,1.00792144957176,15000,5000,20,500
"2219",1000,500,100,0.8,1,0.615,0.82,88.8952,100.0555,111.169,0.729394,0.7708145,0.812068,1.01024549761113,1.00674671420318,15000,5000,20,500
"2220",1000,500,100,0.8,1,0.631,0.809,97.8251,110.172,122.307,0.756023,0.800653,0.843281,1.00987756551001,1.00765096148269,15000,5000,20,500
"2221",1000,500,100,0.8,1,0.634,0.814,90.0712,101.0115,112.165,0.751182,0.7948965,0.838053,1.00882216578115,1.00163499379704,15000,5000,20,500
"2222",1000,500,100,0.8,1,0.604,0.806,90.1167,102.0955,113.83,0.710129,0.751585,0.79428,1.00156496579746,1.00305008089182,15000,5000,20,500
"2223",1000,500,100,0.8,1,0.623,0.827,87.7435,97.90515,109.031,0.729805,0.771173,0.811317,0.999420394285706,1.00083621851535,15000,5000,20,500
"2224",1000,500,100,0.8,1,0.601,0.817,91.3268,101.096,113.488,0.709413,0.7501915,0.795504,1.00019824196339,1.00030450678136,15000,5000,20,500
"2225",1000,500,100,0.8,1,0.629,0.831,85.3121,95.502,106.192,0.730105,0.770874,0.810423,1.0040027177821,1.00185898013216,15000,5000,20,500
"2226",1000,500,100,0.8,1,0.614,0.798,88.1629,98.4421,110.89,0.723707,0.7668635,0.807244,1.0017534607137,1.00015773965018,15000,5000,20,500
"2227",1000,500,100,0.8,1,0.612,0.792,84.7193,94.5422,105.257,0.721265,0.75754,0.801136,1.00258645569391,1.00335048400382,15000,5000,20,500
"2228",1000,500,100,0.8,1,0.616,0.81,84.6628,95.6565,106.158,0.71792,0.7597015,0.800408,1.00753543794697,0.999422105666319,15000,5000,20,500
"2229",1000,500,100,0.8,1,0.595,0.785,88.8401,99.07405,110.744,0.705044,0.745103,0.787269,1.00292462262595,1.0046958283607,15000,5000,20,500
"2230",1000,500,100,0.8,1,0.614,0.831,98.3739,111.2155,125.166,0.732669,0.7817695,0.82325,1.00373686449479,1.00215851800607,15000,5000,20,500
"2231",1000,500,100,0.8,1,0.591,0.784,93.1857,103.713,116.649,0.702724,0.740053,0.788611,1.001525098401,0.999442879916317,15000,5000,20,500
"2232",1000,500,100,0.8,1,0.582,0.798,88.0997,99.4608,111.886,0.673136,0.7174655,0.759048,1.0003170655872,0.999540943167789,15000,5000,20,500
"2233",1000,500,100,0.8,1,0.597,0.783,91.9609,103.0545,115.346,0.710126,0.75245,0.791045,1.01820575746896,1.00316106810137,15000,5000,20,500
"2234",1000,500,100,0.8,1,0.58,0.772,88.6014,100.109,111.575,0.685262,0.7279595,0.772069,1.0074851332044,1.00049733409831,15000,5000,20,500
"2235",1000,500,100,0.8,1,0.625,0.801,82.8092,93.0242,102.453,0.727946,0.765123,0.803661,1.00649530006813,1.00838075765698,15000,5000,20,500
"2236",1000,500,100,0.8,1,0.621,0.817,92.12,102.692,114.509,0.745946,0.786606,0.834188,1.00601534299836,0.999790524352358,15000,5000,20,500
"2237",1000,500,100,0.8,1,0.62,0.8,95.2476,107.374,119.933,0.753699,0.7909385,0.840218,1.00513827217879,0.999892501576443,15000,5000,20,500
"2238",1000,500,100,0.8,1,0.635,0.82,88.7598,97.96835,108.436,0.733567,0.7723955,0.810872,1.00381199433011,1.00130724646638,15000,5000,20,500
"2239",1000,500,100,0.8,1,0.616,0.796,89.6504,101.264,112.522,0.740255,0.779931,0.826389,0.999631107364148,1.0063603132814,15000,5000,20,500
"2240",1000,500,100,0.8,1,0.591,0.791,102.555,117.079,131.712,0.730426,0.7763265,0.825644,1.00293390587833,1.00684889053322,15000,5000,20,500
"2241",1000,500,100,0.8,1,0.617,0.818,84.9799,95.2679,106.301,0.718255,0.757299,0.798625,1.00280091196957,0.999405462726617,15000,5000,20,500
"2242",1000,500,100,0.8,1,0.626,0.802,96.3029,107.2205,121.368,0.749089,0.7910815,0.836313,1.01686871289093,1.00912117567732,15000,5000,20,500
"2243",1000,500,100,0.8,1,0.623,0.802,80.3401,89.68425,99.0159,0.70953,0.750541,0.789216,1.00435618263164,1.00815848142238,15000,5000,20,500
"2244",1000,500,100,0.8,1,0.605,0.805,84.0441,93.1625,104.201,0.6975,0.7384,0.778526,1.00142258516064,1.0025751678389,15000,5000,20,500
"2245",1000,500,100,0.8,1,0.624,0.803,86.6461,96.0459,107.124,0.734818,0.7734505,0.812504,1.00504101737248,1.00313610084546,15000,5000,20,500
"2246",1000,500,100,0.8,1,0.6,0.8,87.5888,99.08255,109.811,0.705586,0.7504145,0.789374,1.00032018682198,1.0047102629853,15000,5000,20,500
"2247",1000,500,100,0.8,1,0.587,0.781,93.3467,104.727,117.119,0.703884,0.746672,0.791969,1.0120137795275,1.0071907424125,15000,5000,20,500
"2248",1000,500,100,0.8,1,0.582,0.77,89.6419,101.473,113.517,0.685195,0.726218,0.772577,1.00313499872985,1.00074467973625,15000,5000,20,500
"2249",1000,500,100,0.8,1,0.599,0.812,94.5703,106.6165,118.625,0.711507,0.756421,0.801521,1.00184112427762,1.00074845688032,15000,5000,20,500
"2250",1000,500,100,0.8,1,0.633,0.823,88.0219,97.7826,109.428,0.742503,0.780923,0.82341,1.01458613660354,1.00778396311441,15000,5000,20,500
"2251",100,1000,100,0.8,1,0.73,0.91,75.3167,99.9399,127.216,0.695089,0.8017535,0.879359,1.00142597346951,1.00007672267684,15000,5000,20,500
"2252",100,1000,100,0.8,1,0.69,0.9,70.4486,94.46545,121.93,0.669123,0.7763575,0.856218,1.00398932960429,0.999476525789312,15000,5000,20,500
"2253",100,1000,100,0.8,1,0.69,0.89,78.7899,100.6615,129.294,0.67593,0.773398,0.863676,0.999296155460619,1.00017270225139,15000,5000,20,500
"2254",100,1000,100,0.8,1,0.71,0.9,68.243,91.12805,116.251,0.692729,0.7915785,0.882855,1.00024208704598,1.00153977353656,15000,5000,20,500
"2255",100,1000,100,0.8,1,0.76,0.9,73.23,96.9887,122.364,0.753554,0.839877,0.921584,1.00165324033354,1.00520841959132,15000,5000,20,500
"2256",100,1000,100,0.8,1,0.68,0.92,74.0713,100.1175,128.838,0.649543,0.7464015,0.840289,1.00608563895939,1.00107419891542,15000,5000,20,500
"2257",100,1000,100,0.8,1,0.67,0.86,71.6113,94.02385,119.611,0.644743,0.74013,0.836129,1.0001180672448,1.00104693700516,15000,5000,20,500
"2258",100,1000,100,0.8,1,0.72,0.93,90.8118,119.625,158.793,0.710728,0.806855,0.896843,1.00354167213529,1.00316271811985,15000,5000,20,500
"2259",100,1000,100,0.8,1,0.75,0.94,69.9206,89.76,116.189,0.731233,0.820248,0.907421,1.00243336802034,1.00170153047012,15000,5000,20,500
"2260",100,1000,100,0.8,1,0.69,0.91,68.5262,89.02705,117.354,0.659446,0.754099,0.847787,1.00263291930455,0.999694788961653,15000,5000,20,500
"2261",100,1000,100,0.8,1,0.62,0.89,64.8611,83.5903,109.982,0.562666,0.6711025,0.774955,1.00308134604023,1.00280743059756,15000,5000,20,500
"2262",100,1000,100,0.8,1,0.65,0.88,82.1194,110.046,146.498,0.613238,0.7192185,0.819358,1.00224137661831,1.0014185779262,15000,5000,20,500
"2263",100,1000,100,0.8,1,0.69,0.93,93.4694,121.673,164.836,0.661354,0.7607615,0.856922,1.00126199452539,1.00358321556651,15000,5000,20,500
"2264",100,1000,100,0.8,1,0.67,0.9,87.8969,122.165,158.33,0.654012,0.757431,0.853585,1.00076938437362,0.99971219648976,15000,5000,20,500
"2265",100,1000,100,0.8,1,0.71,0.9,68.2368,90.32095,117.491,0.694436,0.787812,0.884093,1.00154193290889,1.00132869137462,15000,5000,20,500
"2266",100,1000,100,0.8,1,0.7,0.92,85.5106,110.784,144.696,0.673008,0.7856975,0.868912,1.00064857691891,1.00223374109558,15000,5000,20,500
"2267",100,1000,100,0.8,1,0.7,0.86,77.43,100.557,129.111,0.680298,0.7839485,0.867168,1.00102343758093,1.00148737365691,15000,5000,20,500
"2268",100,1000,100,0.8,1,0.63,0.94,68.3554,90.49335,119.851,0.591893,0.690092,0.797688,1.00104658460123,1.00219392932877,15000,5000,20,500
