"","N","LEN","SIGMA","PHI","Pcap","Pstay","sigma_lower","sigma_med","sigma_upper","R_hat_sigma","MCMCiter","Burn_in","N_thin","N_sample"
"1668",100,1000,300,0.4,0.33,0.81,207.361,263.0345,332.955,1.00152072237031,15000,5000,20,500
"1669",100,1000,300,0.4,0.31,0.82,187.743,245.1005,315.631,0.999687539452382,15000,5000,20,500
"1670",100,1000,300,0.4,0.27,0.77,228.544,295.842,403.325,1.00129443342429,15000,5000,20,500
"1671",100,1000,300,0.4,0.25,0.73,226.142,303.915,395.178,1.00516000608722,15000,5000,20,500
"1672",100,1000,300,0.4,0.25,0.71,216.036,284.228,378.676,1.00243801424882,15000,5000,20,500
"1673",100,1000,300,0.4,0.29,0.74,159.322,214.9505,273.292,1.00042093846817,15000,5000,20,500
"1674",100,1000,300,0.4,0.32,0.78,216.423,270.608,355.303,1.00017118621747,15000,5000,20,500
"1675",100,1000,300,0.4,0.3,0.75,181.249,231.5395,297.673,0.999900447265057,15000,5000,20,500
"1676",100,1000,300,0.4,0.29,0.8,163.268,217.671,279.886,0.999494151294269,15000,5000,20,500
"1677",100,1000,300,0.4,0.28,0.69,216.023,282.3065,373.887,1.00213211711421,15000,5000,20,500
"1678",100,1000,300,0.4,0.3,0.77,179.417,234.6895,299.729,1.00041064893406,15000,5000,20,500
"1679",100,1000,300,0.4,0.29,0.79,159.399,208.459,267.858,1.00134831567111,15000,5000,20,500
"1680",100,1000,300,0.4,0.24,0.71,228.686,311.313,414.86,1.00342915484222,15000,5000,20,500
"1681",100,1000,300,0.4,0.26,0.78,222.907,286.8445,387.872,1.00044639681482,15000,5000,20,500
"1682",100,1000,300,0.4,0.26,0.8,181.223,237.532,313.908,1.00009049071532,15000,5000,20,500
"1683",100,1000,300,0.4,0.36,0.76,189.587,245.58,304.546,1.00239089560511,15000,5000,20,500
"1684",100,1000,300,0.4,0.28,0.8,184.123,238.909,323.247,1.00160582775743,15000,5000,20,500
"1685",100,1000,300,0.4,0.39,0.76,174.912,219.4115,277.358,1.0020208114307,15000,5000,20,500
"1686",100,1000,300,0.4,0.32,0.87,195.446,251.027,325.255,1.00244768535717,15000,5000,20,500
"1687",100,1000,300,0.4,0.26,0.73,188.278,253.631,334.678,1.00078714270326,15000,5000,20,500
"1688",100,1000,300,0.4,0.28,0.77,228.268,299.265,396.186,0.999259120849505,15000,5000,20,500
"1689",100,1000,300,0.4,0.27,0.77,163.836,215.196,283.113,1.00161889358703,15000,5000,20,500
"1690",100,1000,300,0.4,0.31,0.79,237.751,306.7665,405.658,1.00265992431061,15000,5000,20,500
"1691",100,1000,300,0.4,0.37,0.79,154.021,194.782,244.784,1.00122298670657,15000,5000,20,500
"1692",100,1000,300,0.4,0.26,0.7,153.604,200.9295,267.284,0.99958324150687,15000,5000,20,500
"1693",100,1000,300,0.4,0.24,0.81,189.983,256.713,346.755,1.00570092660054,15000,5000,20,500
"1694",100,1000,300,0.4,0.27,0.79,192.601,253.0075,335.856,1.0005402357686,15000,5000,20,500
"1695",100,1000,300,0.4,0.33,0.79,190.069,247.122,314.057,1.00041686529376,15000,5000,20,500
"1696",100,1000,300,0.4,0.27,0.76,183.63,244.7585,317.056,1.00071063432815,15000,5000,20,500
"1697",100,1000,300,0.4,0.28,0.77,195.524,255.9135,332.176,1.00575924351128,15000,5000,20,500
"1698",100,1000,300,0.4,0.38,0.81,213.597,267.7915,335.697,0.999899722689177,15000,5000,20,500
"1699",100,1000,300,0.4,0.3,0.77,192.523,253.4715,325.134,1.00015932449633,15000,5000,20,500
"1700",100,1000,300,0.4,0.28,0.72,194.994,252.2015,334.87,1.00110517611351,15000,5000,20,500
"1701",500,1000,300,0.4,0.282,0.732,220.641,247.6045,279.915,1.00295023041368,15000,5000,20,500
"1702",500,1000,300,0.4,0.276,0.756,224.169,254.909,285.349,1.00079289711397,15000,5000,20,500
"1703",500,1000,300,0.4,0.346,0.786,222.203,246.0665,273.532,1.00158034707619,15000,5000,20,500
"1704",500,1000,300,0.4,0.286,0.768,200.42,225.925,252.924,1.00083258448379,15000,5000,20,500
"1705",500,1000,300,0.4,0.302,0.784,202.516,229.3915,254.822,1.00060244860883,15000,5000,20,500
"1706",500,1000,300,0.4,0.296,0.732,219.444,241.1955,274.265,0.999232845965048,15000,5000,20,500
"1707",500,1000,300,0.4,0.314,0.76,209.056,236.961,261.374,1.00315363509926,15000,5000,20,500
"1708",500,1000,300,0.4,0.314,0.76,221.3,246.581,276.344,1.00211037845357,15000,5000,20,500
"1709",500,1000,300,0.4,0.294,0.786,242.488,269.4045,302.376,0.999496130274363,15000,5000,20,500
"1710",500,1000,300,0.4,0.298,0.764,224.438,252.2355,280.616,0.99991447815418,15000,5000,20,500
"1711",500,1000,300,0.4,0.29,0.724,226.869,255.008,286.346,0.999503726421747,15000,5000,20,500
"1712",500,1000,300,0.4,0.318,0.786,233.61,259.455,293.969,1.00173467291718,15000,5000,20,500
"1713",500,1000,300,0.4,0.31,0.728,216.659,244.2475,272.508,1.00038026262202,15000,5000,20,500
"1714",500,1000,300,0.4,0.332,0.76,224.044,249.5735,279.906,1.00155976440541,15000,5000,20,500
"1715",500,1000,300,0.4,0.318,0.78,225.439,255.119,285.223,0.999648088584146,15000,5000,20,500
"1716",500,1000,300,0.4,0.308,0.766,220.564,247.2,276.939,1.00146275895816,15000,5000,20,500
"1717",500,1000,300,0.4,0.282,0.738,220.87,252.161,280.683,1.00072612311362,15000,5000,20,500
"1718",500,1000,300,0.4,0.294,0.762,223.778,252.073,280.887,1.00412188402536,15000,5000,20,500
"1719",500,1000,300,0.4,0.298,0.752,232.141,260.444,291.66,1.00023714072469,15000,5000,20,500
"1720",500,1000,300,0.4,0.31,0.776,220.374,247.2205,277.796,1.00078042523847,15000,5000,20,500
"1721",500,1000,300,0.4,0.312,0.774,220.716,248.8405,277.786,1.00528707065914,15000,5000,20,500
"1722",500,1000,300,0.4,0.3,0.736,218.332,245.3905,272.235,0.999905383937076,15000,5000,20,500
"1723",500,1000,300,0.4,0.298,0.744,194.834,216.7855,242.7,0.999455387443334,15000,5000,20,500
"1724",500,1000,300,0.4,0.344,0.788,209.505,235.6075,260.407,0.99995063881652,15000,5000,20,500
"1725",500,1000,300,0.4,0.308,0.75,248.397,277.164,310.264,0.999513414115112,15000,5000,20,500
"1726",500,1000,300,0.4,0.322,0.748,239.486,265.4655,298.588,1.00190035970136,15000,5000,20,500
"1727",500,1000,300,0.4,0.338,0.772,215.741,240.0305,267.313,0.999296485195876,15000,5000,20,500
"1728",500,1000,300,0.4,0.302,0.756,218.332,245.1675,274.071,1.00155926106875,15000,5000,20,500
"1729",500,1000,300,0.4,0.292,0.764,217.905,243.8555,273.623,1.00083290039174,15000,5000,20,500
"1730",500,1000,300,0.4,0.306,0.758,233.531,262.3205,293.363,1.0023718341624,15000,5000,20,500
"1731",500,1000,300,0.4,0.302,0.756,211.938,238.142,264.07,0.999909227380319,15000,5000,20,500
"1732",500,1000,300,0.4,0.33,0.792,219.557,243.6995,271.034,1.00076051613517,15000,5000,20,500
"1733",500,1000,300,0.4,0.338,0.76,227.587,254.055,282.201,1.00127021455395,15000,5000,20,500
"1734",500,1000,300,0.4,0.286,0.756,229.246,258.5095,291.001,1.00225843753562,15000,5000,20,500
"1735",500,1000,300,0.4,0.31,0.77,224.601,249.8905,281.578,1.00445250792836,15000,5000,20,500
"1736",500,1000,300,0.4,0.358,0.788,216.399,238.5255,266.104,1.00040187428072,15000,5000,20,500
"1737",500,1000,300,0.4,0.318,0.748,205.583,229.9085,257.858,1.00211036837576,15000,5000,20,500
"1738",500,1000,300,0.4,0.278,0.776,222.437,250.808,284.47,1.00195309737534,15000,5000,20,500
"1739",500,1000,300,0.4,0.312,0.78,219.786,245.603,275.399,1.00042407659763,15000,5000,20,500
"1740",500,1000,300,0.4,0.304,0.76,226.182,254.0905,284.315,0.999853143996768,15000,5000,20,500
"1741",500,1000,300,0.4,0.304,0.76,231.055,257.12,288.91,0.999899481662784,15000,5000,20,500
"1742",500,1000,300,0.4,0.328,0.786,225.668,251.3545,280.238,1.00374373962023,15000,5000,20,500
"1743",500,1000,300,0.4,0.318,0.78,218.22,242.8465,273.3,1.00060856494799,15000,5000,20,500
"1744",500,1000,300,0.4,0.314,0.776,191.604,212.6785,238.7,0.999735813944023,15000,5000,20,500
"1745",500,1000,300,0.4,0.282,0.772,231.995,257.1915,292.257,1.00210474090331,15000,5000,20,500
"1746",500,1000,300,0.4,0.3,0.752,211.755,236.2095,265.242,1.00207651320194,15000,5000,20,500
"1747",500,1000,300,0.4,0.33,0.798,214.742,238.045,266.703,0.999577282246984,15000,5000,20,500
"1748",500,1000,300,0.4,0.284,0.774,199.694,225.7205,252.688,1.00279292709948,15000,5000,20,500
"1749",500,1000,300,0.4,0.316,0.794,220.377,244.996,276.177,1.00025222978719,15000,5000,20,500
"1750",500,1000,300,0.4,0.284,0.74,230.186,258.363,290.822,1.00038681146134,15000,5000,20,500
"1751",1000,1000,300,0.4,0.331,0.754,230.742,248.6455,268.876,1.00151395935952,15000,5000,20,500
"1752",1000,1000,300,0.4,0.295,0.765,220.982,237.572,258.981,1.00330348369915,15000,5000,20,500
"1753",1000,1000,300,0.4,0.309,0.741,234.769,255.6375,275.068,1.00198634020159,15000,5000,20,500
"1754",1000,1000,300,0.4,0.295,0.758,219.314,236.756,257.326,1.00236869326055,15000,5000,20,500
"1755",1000,1000,300,0.4,0.306,0.771,233.438,253.1095,271.975,1.00217827224761,15000,5000,20,500
"1756",1000,1000,300,0.4,0.289,0.755,254.043,275.352,299.268,1.00063640570041,15000,5000,20,500
"1757",1000,1000,300,0.4,0.292,0.764,241.232,260.9245,283.643,1.00434016399966,15000,5000,20,500
"1758",1000,1000,300,0.4,0.312,0.768,211.264,228.996,246.108,1.00379879541436,15000,5000,20,500
"1759",1000,1000,300,0.4,0.313,0.747,230.704,249.186,269.702,1.0002065310588,15000,5000,20,500
"1760",1000,1000,300,0.4,0.287,0.737,230.947,251.153,270.83,1.00128054548494,15000,5000,20,500
"1761",1000,1000,300,0.4,0.339,0.775,237.258,253.186,274.263,1.00102802451588,15000,5000,20,500
"1762",1000,1000,300,0.4,0.301,0.757,234.33,255.0635,275.739,1.00592596724334,15000,5000,20,500
"1763",1000,1000,300,0.4,0.309,0.759,221.811,240.4815,259.58,1.00313186026204,15000,5000,20,500
"1764",1000,1000,300,0.4,0.322,0.762,223.463,242.898,262.365,1.00331075091686,15000,5000,20,500
"1765",1000,1000,300,0.4,0.313,0.775,234.832,254.9965,274.812,1.00502681457812,15000,5000,20,500
"1766",1000,1000,300,0.4,0.325,0.745,225.596,243.1985,263.337,1.00726035550937,15000,5000,20,500
"1767",1000,1000,300,0.4,0.274,0.736,225.483,245.5795,265.889,1.00082982555412,15000,5000,20,500
"1768",1000,1000,300,0.4,0.312,0.763,231.604,251.292,270.923,0.999828205111663,15000,5000,20,500
"1769",1000,1000,300,0.4,0.338,0.771,228.686,247.694,265.59,1.00057581570652,15000,5000,20,500
"1770",1000,1000,300,0.4,0.295,0.765,237.11,258.4875,280.039,0.99991476200722,15000,5000,20,500
"1771",1000,1000,300,0.4,0.292,0.742,221.279,240.625,260.099,1.00155360871184,15000,5000,20,500
"1772",1000,1000,300,0.4,0.304,0.752,222.845,241.3485,260.943,1.00065024322303,15000,5000,20,500
"1773",1000,1000,300,0.4,0.304,0.78,220.99,239.2325,258.076,1.00080807422783,15000,5000,20,500
"1774",1000,1000,300,0.4,0.341,0.762,223.136,238.7785,259.393,1.00259693070862,15000,5000,20,500
"1775",1000,1000,300,0.4,0.296,0.757,227.076,244.3135,265.987,1.00366875008847,15000,5000,20,500
"1776",1000,1000,300,0.4,0.311,0.762,220.6,239.154,259.149,0.999620845534568,15000,5000,20,500
"1777",1000,1000,300,0.4,0.288,0.763,239.174,260.326,281.813,1.00407883332688,15000,5000,20,500
"1778",1000,1000,300,0.4,0.31,0.762,219.66,236.02,255.029,1.0038552903152,15000,5000,20,500
"1779",1000,1000,300,0.4,0.314,0.755,212.521,230.4255,248.492,1.00187086475092,15000,5000,20,500
"1780",1000,1000,300,0.4,0.282,0.756,225.773,246.6475,266.07,1.00206732088684,15000,5000,20,500
"1781",1000,1000,300,0.4,0.306,0.753,219.642,240.4465,259.513,1.00116075022875,15000,5000,20,500
"1782",1000,1000,300,0.4,0.306,0.749,247.221,266.788,290.396,1.00033335886535,15000,5000,20,500
"1783",1000,1000,300,0.4,0.292,0.747,211.533,229.5145,248.521,1.00305941365467,15000,5000,20,500
"1784",1000,1000,300,0.4,0.282,0.744,236.195,257.5145,278.805,1.00043897034586,15000,5000,20,500
"1785",1000,1000,300,0.4,0.314,0.778,232.348,250.417,271.186,1.00540339135269,15000,5000,20,500
"1786",1000,1000,300,0.4,0.292,0.761,221.98,242.2525,260.31,1.00485860030021,15000,5000,20,500
"1787",1000,1000,300,0.4,0.301,0.75,218.127,237.598,257.67,1.00011361656415,15000,5000,20,500
"1788",1000,1000,300,0.4,0.319,0.775,228.06,246.5705,265.816,1.0030971180747,15000,5000,20,500
"1789",1000,1000,300,0.4,0.313,0.764,245.994,265.904,286.868,1.0026378973957,15000,5000,20,500
"1790",1000,1000,300,0.4,0.316,0.765,230.016,248.002,268.512,1.00072394700286,15000,5000,20,500
"1791",1000,1000,300,0.4,0.293,0.761,226.204,244.2565,265.555,1.00236849803339,15000,5000,20,500
"1792",1000,1000,300,0.4,0.301,0.756,218.724,239.018,257.437,1.00041712544873,15000,5000,20,500
"1793",1000,1000,300,0.4,0.308,0.75,214.077,231.406,251.882,1.002376948945,15000,5000,20,500
"1794",1000,1000,300,0.4,0.324,0.777,234.976,254.918,273.215,1.00565402899711,15000,5000,20,500
"1795",1000,1000,300,0.4,0.282,0.754,244.88,267.1555,289.511,1.00283766445159,15000,5000,20,500
"1796",1000,1000,300,0.4,0.317,0.777,234.908,254.1725,272.989,1.00310768427332,15000,5000,20,500
"1797",1000,1000,300,0.4,0.324,0.752,241.924,259.974,282.159,1.00158002883069,15000,5000,20,500
"1798",1000,1000,300,0.4,0.322,0.775,229.347,246.1925,265.854,1.00036404829102,15000,5000,20,500
"1799",1000,1000,300,0.4,0.293,0.772,213.824,231.972,252.749,1.0001093078905,15000,5000,20,500
"1800",1000,1000,300,0.4,0.306,0.754,225.134,243.0225,264.908,1.00211191691368,15000,5000,20,500
"1801",100,500,50,0.8,0.69,0.87,36.4342,43.66915,51.0547,1.00092914914198,15000,5000,20,500
"1802",100,500,50,0.8,0.7,0.95,39.8821,47.7476,56.13,1.00053039549861,15000,5000,20,500
"1803",100,500,50,0.8,0.66,0.84,44.9655,52.6003,63.0594,0.999895150508552,15000,5000,20,500
"1804",100,500,50,0.8,0.66,0.92,41.7854,49.2743,59.1026,1.00136911151264,15000,5000,20,500
"1805",100,500,50,0.8,0.75,0.92,39.2896,46.8689,55.0099,1.00046284835395,15000,5000,20,500
"1806",100,500,50,0.8,0.8,0.94,41.374,48.20565,56.1395,1.00102887486448,15000,5000,20,500
"1807",100,500,50,0.8,0.67,0.93,40.0966,47.8125,56.0555,0.999842186006104,15000,5000,20,500
"1808",100,500,50,0.8,0.73,0.92,40.2111,46.91305,55.4123,0.999405938816904,15000,5000,20,500
"1809",100,500,50,0.8,0.77,0.95,42.6328,51.24415,59.9527,1.0010783408034,15000,5000,20,500
"1810",100,500,50,0.8,0.76,0.93,39.8079,46.55555,54.5285,1.00089399672634,15000,5000,20,500
"1811",100,500,50,0.8,0.67,0.86,45.5462,53.7549,63.1723,1.00379903079482,15000,5000,20,500
"1812",100,500,50,0.8,0.74,0.94,41.6505,49.09055,57.5592,0.999493205757375,15000,5000,20,500
"1813",100,500,50,0.8,0.69,0.93,44.4673,52.9922,62.1554,0.999188959003589,15000,5000,20,500
"1814",100,500,50,0.8,0.71,0.92,42.3292,49.3905,58.6208,1.00119746215635,15000,5000,20,500
"1815",100,500,50,0.8,0.72,0.95,43.9921,52.2075,61.5456,1.0012792167297,15000,5000,20,500
"1816",100,500,50,0.8,0.69,0.92,40.5447,47.9486,56.4475,1.00029661542082,15000,5000,20,500
"1817",100,500,50,0.8,0.72,0.93,50.6627,60.8723,71.553,0.999609995964673,15000,5000,20,500
"1818",100,500,50,0.8,0.7,0.95,41.4095,49.507,58.1097,1.00074912714478,15000,5000,20,500
"1819",100,500,50,0.8,0.74,0.92,41.1169,48.45415,57.0075,1.0001963107134,15000,5000,20,500
"1820",100,500,50,0.8,0.83,0.96,40.3506,46.97,55.7253,1.00066689098883,15000,5000,20,500
"1821",100,500,50,0.8,0.72,0.96,39.1779,46.43075,54.8757,0.999973181854703,15000,5000,20,500
"1822",100,500,50,0.8,0.7,0.92,42.9871,51.068,60.2592,1.00049734305701,15000,5000,20,500
"1823",100,500,50,0.8,0.77,0.96,41.3183,48.26435,56.9387,1.00114182094125,15000,5000,20,500
"1824",100,500,50,0.8,0.74,0.86,44.4417,51.2626,61.0675,1.00122114637346,15000,5000,20,500
"1825",100,500,50,0.8,0.73,0.94,37.4244,43.892,51.7773,1.00014077750745,15000,5000,20,500
"1826",100,500,50,0.8,0.74,0.9,35.499,41.85305,49.245,1.00005112731968,15000,5000,20,500
"1827",100,500,50,0.8,0.78,0.93,41.789,48.92675,57.116,0.999309395025043,15000,5000,20,500
"1828",100,500,50,0.8,0.72,0.96,35.8741,42.39225,50.3413,1.00013370540818,15000,5000,20,500
"1829",100,500,50,0.8,0.72,0.89,41.0917,48.71005,57.314,1.00066487892412,15000,5000,20,500
"1830",100,500,50,0.8,0.75,0.91,32.6176,38.7863,45.7249,1.00137038276514,15000,5000,20,500
"1831",100,500,50,0.8,0.72,0.91,37.7414,44.8901,52.8928,1.00046768712492,15000,5000,20,500
"1832",100,500,50,0.8,0.72,0.9,39.9452,47.1366,55.7025,0.999940340468845,15000,5000,20,500
"1833",100,500,50,0.8,0.69,0.94,43.1735,50.51105,59.5636,1.00172193143476,15000,5000,20,500
"1834",100,500,50,0.8,0.76,0.9,39.829,46.5531,54.5573,1.00100755092709,15000,5000,20,500
"1835",100,500,50,0.8,0.75,0.93,44.4788,52.8055,62.8243,1.00071150377563,15000,5000,20,500
"1836",100,500,50,0.8,0.76,0.94,48.2775,56.0842,66.6927,1.00134405517609,15000,5000,20,500
"1837",100,500,50,0.8,0.69,0.91,37.0964,43.81775,51.3634,1.00114327275532,15000,5000,20,500
"1838",100,500,50,0.8,0.75,0.89,40.3223,48.1822,55.8542,1.00008970195065,15000,5000,20,500
"1839",100,500,50,0.8,0.8,0.91,40.1051,47.18415,55.2161,1.00368512919568,15000,5000,20,500
"1840",100,500,50,0.8,0.75,0.93,40.3354,48.19775,55.8722,1.00008967286164,15000,5000,20,500
"1841",100,500,50,0.8,0.68,0.91,40.9851,48.419,57.3746,1.00017758430653,15000,5000,20,500
"1842",100,500,50,0.8,0.78,0.93,39.4531,46.4034,54.3436,0.999491362908712,15000,5000,20,500
"1843",100,500,50,0.8,0.78,0.98,41.6714,49.41335,56.9751,0.999827750273226,15000,5000,20,500
"1844",100,500,50,0.8,0.73,0.9,34.8143,41.1703,47.9937,1.00102580799635,15000,5000,20,500
"1845",100,500,50,0.8,0.78,0.96,46.1669,54.1097,63.6345,1.00124861854644,15000,5000,20,500
"1846",100,500,50,0.8,0.76,0.91,41.3794,48.4646,56.5976,1.00077792868066,15000,5000,20,500
"1847",100,500,50,0.8,0.83,0.94,40.5337,47.1832,55.9783,1.0006662738461,15000,5000,20,500
"1848",100,500,50,0.8,0.59,0.82,33.6667,40.90885,49.4771,1.00499515862818,15000,5000,20,500
"1849",100,500,50,0.8,0.74,0.89,41.6905,49.5412,58.1523,1.00135583288003,15000,5000,20,500
"1850",100,500,50,0.8,0.72,0.92,39.7675,46.92705,55.4549,0.999940338762005,15000,5000,20,500
"1851",500,500,50,0.8,0.726,0.896,45.7931,49.33565,53.1195,1.000551986927,15000,5000,20,500
"1852",500,500,50,0.8,0.7,0.904,44.1458,47.73185,51.2511,1.0009361471666,15000,5000,20,500
"1853",500,500,50,0.8,0.74,0.914,44.3837,47.43515,51.3865,1.00101345851689,15000,5000,20,500
"1854",500,500,50,0.8,0.722,0.894,45.6124,49.3942,53.0346,1.0007849991434,15000,5000,20,500
"1855",500,500,50,0.8,0.75,0.934,44.9609,48.09475,51.6925,1.00093550433148,15000,5000,20,500
"1856",500,500,50,0.8,0.746,0.938,43.0943,46.1931,49.6668,1.00041333578602,15000,5000,20,500
"1857",500,500,50,0.8,0.762,0.934,45.6634,48.9829,52.3161,1.00395627724728,15000,5000,20,500
"1858",500,500,50,0.8,0.714,0.91,45.1338,48.38655,52.2246,1.00085442337611,15000,5000,20,500
"1859",500,500,50,0.8,0.758,0.934,45.2902,48.6107,52.1032,1.00054194940262,15000,5000,20,500
"1860",500,500,50,0.8,0.72,0.912,45.4253,48.71065,52.3512,1.00495870666181,15000,5000,20,500
"1861",500,500,50,0.8,0.758,0.932,44.8689,48.15385,51.581,1.00468804941462,15000,5000,20,500
"1862",500,500,50,0.8,0.704,0.922,43.2487,46.431,50.2759,0.999933789660748,15000,5000,20,500
"1863",500,500,50,0.8,0.74,0.924,46.3661,49.59265,53.8097,1.00194201416789,15000,5000,20,500
"1864",500,500,50,0.8,0.756,0.908,44.6239,47.8622,51.4675,0.999920363415752,15000,5000,20,500
"1865",500,500,50,0.8,0.714,0.926,47.4757,50.70235,54.7076,1.00057307191327,15000,5000,20,500
"1866",500,500,50,0.8,0.766,0.922,45.2279,48.5469,52.0443,1.00569118806726,15000,5000,20,500
"1867",500,500,50,0.8,0.754,0.922,46.3405,49.84835,53.8431,1.00341683119189,15000,5000,20,500
"1868",500,500,50,0.8,0.728,0.914,45.6225,49.2758,52.9728,1.001279925812,15000,5000,20,500
"1869",500,500,50,0.8,0.768,0.93,42.0279,45.1898,48.3743,1.00212887518853,15000,5000,20,500
"1870",500,500,50,0.8,0.724,0.902,46.5425,50.10415,53.9898,0.999551941753233,15000,5000,20,500
"1871",500,500,50,0.8,0.724,0.922,45.2559,48.71315,52.2708,1.00055065328844,15000,5000,20,500
"1872",500,500,50,0.8,0.744,0.912,46.1984,49.6725,53.4047,1.00225060011054,15000,5000,20,500
"1873",500,500,50,0.8,0.73,0.922,43.7797,46.9317,50.5587,1.00243713749321,15000,5000,20,500
"1874",500,500,50,0.8,0.698,0.902,39.4425,42.50235,45.6543,1.00283759838256,15000,5000,20,500
"1875",500,500,50,0.8,0.71,0.904,43.2863,46.8167,50.0935,1.00236872603793,15000,5000,20,500
"1876",500,500,50,0.8,0.764,0.932,43.1991,46.44175,49.8309,1.0020449777751,15000,5000,20,500
"1877",500,500,50,0.8,0.744,0.926,43.3889,46.7252,50.2075,1.00154104397064,15000,5000,20,500
"1878",500,500,50,0.8,0.726,0.91,46.1128,49.7847,53.6317,1.00135360977946,15000,5000,20,500
"1879",500,500,50,0.8,0.76,0.912,44.6785,48.15585,51.5595,1.00101108730305,15000,5000,20,500
"1880",500,500,50,0.8,0.728,0.93,43.6898,47.3108,50.821,1.00214418714791,15000,5000,20,500
"1881",500,500,50,0.8,0.752,0.92,43.4412,46.53605,50.1213,1.00067768872847,15000,5000,20,500
"1882",500,500,50,0.8,0.71,0.904,45.2967,48.5663,52.2944,1.00135177559768,15000,5000,20,500
"1883",500,500,50,0.8,0.74,0.906,44.8799,47.97975,51.9821,1.0011057493684,15000,5000,20,500
"1884",500,500,50,0.8,0.752,0.924,43.2562,46.12245,49.7072,1.00185911818259,15000,5000,20,500
"1885",500,500,50,0.8,0.76,0.926,46.8578,50.1302,53.9262,1.00114633466078,15000,5000,20,500
"1886",500,500,50,0.8,0.746,0.914,45.6904,49.23685,52.7921,1.00123402050201,15000,5000,20,500
"1887",500,500,50,0.8,0.718,0.914,45.3881,48.6001,52.1691,1.00129317560424,15000,5000,20,500
"1888",500,500,50,0.8,0.74,0.918,49.16,53.0147,56.7737,1.00293328404058,15000,5000,20,500
"1889",500,500,50,0.8,0.772,0.94,44.4125,47.60015,51.1535,1.00061267124835,15000,5000,20,500
"1890",500,500,50,0.8,0.766,0.938,43.8724,47.3048,50.7177,1.0060450097276,15000,5000,20,500
"1891",500,500,50,0.8,0.71,0.91,43.4277,46.9696,50.2571,1.00236867165977,15000,5000,20,500
"1892",500,500,50,0.8,0.756,0.92,42.4778,45.47775,48.8051,1.00101754986934,15000,5000,20,500
"1893",500,500,50,0.8,0.756,0.92,44.3738,47.6493,51.0401,1.00129513698047,15000,5000,20,500
"1894",500,500,50,0.8,0.716,0.916,44.0197,47.55435,51.2121,1.00055180848954,15000,5000,20,500
"1895",500,500,50,0.8,0.746,0.92,45.3398,48.7613,52.4002,1.00234271359935,15000,5000,20,500
"1896",500,500,50,0.8,0.73,0.92,46.2535,49.6257,53.3638,0.9995981278621,15000,5000,20,500
"1897",500,500,50,0.8,0.74,0.916,45.6679,49.21385,52.9631,0.999866467546128,15000,5000,20,500
"1898",500,500,50,0.8,0.73,0.916,44.5421,48.00165,51.4448,0.999868886942954,15000,5000,20,500
"1899",500,500,50,0.8,0.746,0.928,44.019,47.1404,50.7076,1.00111410729323,15000,5000,20,500
"1900",500,500,50,0.8,0.7,0.924,43.4752,46.97955,50.4862,1.00067143128382,15000,5000,20,500
"1901",1000,500,50,0.8,0.769,0.943,45.4976,47.70435,50.2385,1.0025907790487,15000,5000,20,500
"1902",1000,500,50,0.8,0.735,0.924,45.339,47.7661,50.1823,1.00418370348121,15000,5000,20,500
"1903",1000,500,50,0.8,0.771,0.933,44.8027,47.32175,49.7808,1.00357927205151,15000,5000,20,500
"1904",1000,500,50,0.8,0.738,0.918,45.7058,48.0642,50.6434,1.00279136095781,15000,5000,20,500
"1905",1000,500,50,0.8,0.744,0.927,45.9886,48.47715,50.9645,1.00407758005763,15000,5000,20,500
"1906",1000,500,50,0.8,0.74,0.926,45.6998,48.10345,50.7193,1.00107827379032,15000,5000,20,500
"1907",1000,500,50,0.8,0.731,0.921,46.3596,48.8301,51.158,0.999978274656953,15000,5000,20,500
"1908",1000,500,50,0.8,0.731,0.909,47.0651,49.34405,52.0314,0.999606419917665,15000,5000,20,500
"1909",1000,500,50,0.8,0.744,0.93,45.5419,47.8899,50.2923,1.00349834281528,15000,5000,20,500
"1910",1000,500,50,0.8,0.734,0.919,44.4667,47.0069,49.2508,0.999958296763584,15000,5000,20,500
"1911",1000,500,50,0.8,0.74,0.918,44.8965,47.32545,49.7657,1.00086320378983,15000,5000,20,500
"1912",1000,500,50,0.8,0.699,0.919,44.5525,47.12125,49.4801,1.00101046802865,15000,5000,20,500
"1913",1000,500,50,0.8,0.739,0.923,44.0921,46.41315,48.9335,1.0007869739756,15000,5000,20,500
"1914",1000,500,50,0.8,0.743,0.947,45.6883,47.8983,50.369,1.00265151930952,15000,5000,20,500
"1915",1000,500,50,0.8,0.719,0.909,45.8626,48.12625,50.6473,1.00246927274359,15000,5000,20,500
"1916",1000,500,50,0.8,0.728,0.925,44.1982,46.60245,48.8985,1.00022762177789,15000,5000,20,500
"1917",1000,500,50,0.8,0.745,0.918,45.3391,47.77375,50.2244,1.00094597653602,15000,5000,20,500
"1918",1000,500,50,0.8,0.728,0.925,44.9692,47.31285,49.8587,1.00023372648775,15000,5000,20,500
"1919",1000,500,50,0.8,0.738,0.926,44.6905,47.1063,49.5212,1.00121755301417,15000,5000,20,500
"1920",1000,500,50,0.8,0.75,0.927,47.1695,49.60835,52.1523,1.00270625991796,15000,5000,20,500
"1921",1000,500,50,0.8,0.726,0.913,44.424,46.64595,49.0224,1.00057928506591,15000,5000,20,500
"1922",1000,500,50,0.8,0.752,0.929,44.9887,47.01165,49.6389,1.00039798618221,15000,5000,20,500
