Replicate,N,LEN,PHI,delta,Pcap,Pstay,delta_lower,delta_med,delta_upper,phi_lower,phi_med,phi_upper,R_hat_delta,R_hat_phi,MCMCiter,Burn_in,N_thin,N_sample,model
598,1000,1000,0.4,59.10002013,0.368,0.93,48.7702,54.1257,60.0593,NA,NA,NA,1.002224091,NA,15000,5000,20,500,simple
599,1000,1000,0.4,53.95352325,0.359,0.941,46.0015,50.37465,56.0638,NA,NA,NA,0.999890294,NA,15000,5000,20,500,simple
600,1000,1000,0.4,223.7547808,0.321,0.791,149.08,166.878,187.031,NA,NA,NA,1.001221356,NA,15000,5000,20,500,simple
601,100,500,0.8,23.87552668,0.73,0.95,17.5981,22.4853,27.7085,NA,NA,NA,1.00010228,NA,15000,5000,20,500,simple
602,100,500,0.8,100.6015857,0.57,0.78,60.6227,78.41195,101.234,NA,NA,NA,1.0006284,NA,15000,5000,20,500,simple
603,100,500,0.8,294.2419319,0.51,0.59,79.9682,104.902,135.395,NA,NA,NA,1.000179971,NA,15000,5000,20,500,simple
604,100,500,0.8,62.93972033,0.77,0.85,42.2284,53.7305,67.5056,NA,NA,NA,1.000006871,NA,15000,5000,20,500,simple
605,100,500,0.8,143.9612898,0.65,0.82,83.7741,109.459,139.256,NA,NA,NA,1.004927906,NA,15000,5000,20,500,simple
606,100,500,0.8,297.3033271,0.37,0.56,74.1658,104.5815,142.067,NA,NA,NA,1.000941538,NA,15000,5000,20,500,simple
607,100,500,0.8,160.4115168,0.58,0.72,88.2189,113.368,145.859,NA,NA,NA,1.002366652,NA,15000,5000,20,500,simple
608,100,500,0.8,190.7053025,0.5,0.64,88.8399,118.68,153.189,NA,NA,NA,1.002491213,NA,15000,5000,20,500,simple
609,100,500,0.8,53.97859025,0.64,0.81,38.8676,49.9813,62.4723,NA,NA,NA,1.000747052,NA,15000,5000,20,500,simple
610,100,500,0.8,64.5772603,0.66,0.85,35.1103,45.39225,57.0849,NA,NA,NA,1.000617396,NA,15000,5000,20,500,simple
611,100,500,0.8,191.7816042,0.55,0.63,87.3225,111.6015,145.901,NA,NA,NA,0.999458727,NA,15000,5000,20,500,simple
612,100,500,0.8,216.6723697,0.55,0.63,95.6769,126.4985,161.945,NA,NA,NA,1.000532722,NA,15000,5000,20,500,simple
613,100,500,0.8,161.7990104,0.52,0.63,75.9188,104.8155,133.444,NA,NA,NA,1.000357291,NA,15000,5000,20,500,simple
614,100,500,0.8,102.555573,0.61,0.84,58.9309,77.57595,97.6992,NA,NA,NA,1.00149908,NA,15000,5000,20,500,simple
615,100,500,0.8,220.0319564,0.53,0.64,83.8422,108.5455,143.255,NA,NA,NA,1.001348375,NA,15000,5000,20,500,simple
616,100,500,0.8,212.0729149,0.51,0.64,89.3302,119.1185,154.494,NA,NA,NA,0.999935275,NA,15000,5000,20,500,simple
617,100,500,0.8,46.50854659,0.7,0.88,30.8443,39.90135,49.2561,NA,NA,NA,1.000036079,NA,15000,5000,20,500,simple
618,100,500,0.8,197.1060633,0.56,0.65,78.5227,102.6665,130.867,NA,NA,NA,1.002112465,NA,15000,5000,20,500,simple
619,100,500,0.8,119.3412255,0.66,0.8,67.7367,89.9873,111.388,NA,NA,NA,1.002864568,NA,15000,5000,20,500,simple
620,100,500,0.8,191.3646727,0.48,0.65,93.8057,124.9515,165.321,NA,NA,NA,0.999220716,NA,15000,5000,20,500,simple
621,100,500,0.8,280.5875278,0.51,0.59,83.7105,109.284,141.742,NA,NA,NA,1.000991329,NA,15000,5000,20,500,simple
622,100,500,0.8,232.653477,0.45,0.54,65.3619,87.6421,118.418,NA,NA,NA,0.999861389,NA,15000,5000,20,500,simple
623,100,500,0.8,158.1819787,0.57,0.67,84.8144,113.434,143.193,NA,NA,NA,1.001089449,NA,15000,5000,20,500,simple
624,100,500,0.8,75.79381298,0.68,0.84,49.3871,63.9756,81.1224,NA,NA,NA,0.99949601,NA,15000,5000,20,500,simple
625,100,500,0.8,193.6943647,0.47,0.57,69.6941,95.2526,126.846,NA,NA,NA,0.999646449,NA,15000,5000,20,500,simple
626,100,500,0.8,126.7060805,0.56,0.67,53.3583,70.0566,89.9734,NA,NA,NA,1.002655217,NA,15000,5000,20,500,simple
627,100,500,0.8,127.8770018,0.55,0.67,70.0622,91.4184,119.277,NA,NA,NA,1.000883187,NA,15000,5000,20,500,simple
628,100,500,0.8,243.3652213,0.53,0.63,77.0496,102.329,134.243,NA,NA,NA,0.999620473,NA,15000,5000,20,500,simple
629,100,500,0.8,186.9197983,0.58,0.68,70.3652,93.9245,118.274,NA,NA,NA,1.001189495,NA,15000,5000,20,500,simple
630,100,500,0.8,47.23060705,0.69,0.92,28.8229,36.8428,46.9529,NA,NA,NA,1.00052063,NA,15000,5000,20,500,simple
631,100,500,0.8,205.7255989,0.55,0.71,91.9987,120.873,153.579,NA,NA,NA,1.003605004,NA,15000,5000,20,500,simple
632,100,500,0.8,252.9207122,0.53,0.65,90.8012,123.7605,156.943,NA,NA,NA,1.000260034,NA,15000,5000,20,500,simple
633,100,500,0.8,98.48321324,0.68,0.84,51.2817,65.49255,82.6832,NA,NA,NA,1.000666679,NA,15000,5000,20,500,simple
634,100,500,0.8,197.8507266,0.48,0.66,71.2021,98.012,128.461,NA,NA,NA,1.002071822,NA,15000,5000,20,500,simple
635,100,500,0.8,288.1521826,0.42,0.55,82.2103,111.5215,149.364,NA,NA,NA,0.99940648,NA,15000,5000,20,500,simple
636,100,500,0.8,123.6190812,0.57,0.71,73.9687,98.10485,126.858,NA,NA,NA,1.000289766,NA,15000,5000,20,500,simple
637,100,500,0.8,127.6628529,0.63,0.8,67.1866,86.19425,109.226,NA,NA,NA,1.001191879,NA,15000,5000,20,500,simple
638,100,500,0.8,208.1635502,0.5,0.67,81.3759,111.624,145.276,NA,NA,NA,1.000579484,NA,15000,5000,20,500,simple
639,100,500,0.8,294.4134102,0.4,0.49,87.8768,122.683,162.696,NA,NA,NA,0.999615616,NA,15000,5000,20,500,simple
640,100,500,0.8,247.3552729,0.51,0.59,89.6111,117.904,152.264,NA,NA,NA,1.001789201,NA,15000,5000,20,500,simple
641,100,500,0.8,238.0090813,0.45,0.63,73.8778,100.94,132.853,NA,NA,NA,1.001018235,NA,15000,5000,20,500,simple
642,100,500,0.8,252.9500943,0.44,0.53,114.99,155.4655,208.235,NA,NA,NA,0.999072157,NA,15000,5000,20,500,simple
643,100,500,0.8,99.07875178,0.64,0.77,59.0998,77.9589,97.679,NA,NA,NA,1.001034308,NA,15000,5000,20,500,simple
644,100,500,0.8,298.577412,0.36,0.53,108.875,161.5595,217.615,NA,NA,NA,1.001647512,NA,15000,5000,20,500,simple
645,100,500,0.8,295.6071601,0.52,0.61,110.195,144.2565,188.726,NA,NA,NA,0.999786108,NA,15000,5000,20,500,simple
646,100,500,0.8,214.5193107,0.46,0.54,81.2046,112.19,144.681,NA,NA,NA,0.999491047,NA,15000,5000,20,500,simple
647,100,500,0.8,15.31096351,0.76,0.96,12.3889,15.81355,19.2047,NA,NA,NA,1.000281002,NA,15000,5000,20,500,simple
648,100,500,0.8,106.0257005,0.68,0.81,65.5159,84.1478,104.163,NA,NA,NA,0.999622115,NA,15000,5000,20,500,simple
649,100,500,0.8,23.59999595,0.73,0.97,18.6209,22.9039,28.7293,NA,NA,NA,1.000757315,NA,15000,5000,20,500,simple
650,100,500,0.8,42.05788635,0.78,0.98,30.9758,38.7043,48.649,NA,NA,NA,0.999851738,NA,15000,5000,20,500,simple
651,100,500,0.8,93.39439142,0.58,0.72,49.9517,64.90325,82.9476,NA,NA,NA,1.000405046,NA,15000,5000,20,500,simple
652,100,500,0.8,100.6031844,0.56,0.78,63.5284,83.7761,108.539,NA,NA,NA,1.001827491,NA,15000,5000,20,500,simple
653,100,500,0.8,99.64930705,0.59,0.8,57.2696,73.88215,94.0282,NA,NA,NA,0.999458146,NA,15000,5000,20,500,simple
654,100,500,0.8,57.39938925,0.74,0.92,29.5078,37.9947,47.4339,NA,NA,NA,1.00538948,NA,15000,5000,20,500,simple
655,100,500,0.8,54.35271551,0.7,0.93,40.9618,51.26175,64.9669,NA,NA,NA,0.999530679,NA,15000,5000,20,500,simple
656,100,500,0.8,150.6505288,0.48,0.66,67.3743,86.6319,115.485,NA,NA,NA,1.000707308,NA,15000,5000,20,500,simple
657,100,500,0.8,254.4725213,0.38,0.55,73.0644,98.69395,134.794,NA,NA,NA,0.99995478,NA,15000,5000,20,500,simple
658,100,500,0.8,60.12361415,0.71,0.9,45.0518,56.7151,72.4553,NA,NA,NA,0.999514689,NA,15000,5000,20,500,simple
659,100,500,0.8,228.5149364,0.42,0.54,106.188,142.8785,188.842,NA,NA,NA,1.002183971,NA,15000,5000,20,500,simple
660,100,500,0.8,248.9356955,0.4,0.54,76.2146,104.8175,141.647,NA,NA,NA,1.000692086,NA,15000,5000,20,500,simple
661,100,500,0.8,299.408636,0.47,0.56,103.655,139.6435,184.494,NA,NA,NA,1.001458525,NA,15000,5000,20,500,simple
662,100,500,0.8,44.42026601,0.77,0.93,36.8272,45.96785,56.5219,NA,NA,NA,0.999998482,NA,15000,5000,20,500,simple
663,100,500,0.8,26.420471,0.81,0.94,20.8919,26.19805,31.8941,NA,NA,NA,1.000386387,NA,15000,5000,20,500,simple
664,100,500,0.8,227.9138006,0.48,0.63,125.547,167.769,221.139,NA,NA,NA,1.003491983,NA,15000,5000,20,500,simple
665,100,500,0.8,187.2170238,0.52,0.66,84.4109,112.475,144.488,NA,NA,NA,1.002137708,NA,15000,5000,20,500,simple
666,100,500,0.8,221.9474984,0.54,0.64,90.0083,117.434,154.168,NA,NA,NA,0.999313713,NA,15000,5000,20,500,simple
667,100,500,0.8,102.0083439,0.67,0.86,54.4163,70.1352,87.4728,NA,NA,NA,1.005242408,NA,15000,5000,20,500,simple
668,100,500,0.8,94.02194364,0.67,0.81,64.3338,82.34745,103.46,NA,NA,NA,1.001887175,NA,15000,5000,20,500,simple
669,100,500,0.8,151.494858,0.56,0.67,87.9026,113.7995,146.045,NA,NA,NA,0.999606994,NA,15000,5000,20,500,simple
670,100,500,0.8,42.63617999,0.75,0.9,27.189,34.4689,42.2722,NA,NA,NA,0.999723168,NA,15000,5000,20,500,simple
671,100,500,0.8,15.07150676,0.76,0.96,12.3045,15.8047,19.7772,NA,NA,NA,1.002438438,NA,15000,5000,20,500,simple
672,100,500,0.8,112.7146809,0.68,0.8,66.9901,85.77405,108.657,NA,NA,NA,1.000410582,NA,15000,5000,20,500,simple
673,100,500,0.8,233.9021309,0.49,0.58,98.9895,130.456,170.396,NA,NA,NA,1.002969363,NA,15000,5000,20,500,simple
674,100,500,0.8,78.73627977,0.67,0.81,51.4857,64.19465,82.2399,NA,NA,NA,1.001531405,NA,15000,5000,20,500,simple
675,100,500,0.8,122.4916516,0.63,0.8,76.7327,100.5415,125.348,NA,NA,NA,0.999422137,NA,15000,5000,20,500,simple
676,100,500,0.8,130.1924064,0.56,0.65,62.5481,84.02775,107.727,NA,NA,NA,0.999791199,NA,15000,5000,20,500,simple
677,100,500,0.8,116.2965124,0.65,0.78,66.074,86.8975,107.261,NA,NA,NA,1.000526432,NA,15000,5000,20,500,simple
678,100,500,0.8,231.4495827,0.44,0.61,79.8615,111.7645,148.258,NA,NA,NA,1.000372773,NA,15000,5000,20,500,simple
679,100,500,0.8,128.6738262,0.57,0.73,65.2885,85.31205,107.922,NA,NA,NA,0.99932877,NA,15000,5000,20,500,simple
680,100,500,0.8,97.84609054,0.59,0.77,67.3187,85.2714,108.961,NA,NA,NA,1.001385117,NA,15000,5000,20,500,simple
681,100,500,0.8,25.67299811,0.8,0.97,18.6795,23.6362,29.126,NA,NA,NA,1.001004916,NA,15000,5000,20,500,simple
682,100,500,0.8,79.97055705,0.64,0.82,48.26,61.1021,78.7657,NA,NA,NA,1.00138068,NA,15000,5000,20,500,simple
683,100,500,0.8,291.1384571,0.35,0.52,69.6936,98.84285,135.123,NA,NA,NA,1.005674003,NA,15000,5000,20,500,simple
684,100,500,0.8,176.0621402,0.56,0.72,84.0325,113.2905,145.766,NA,NA,NA,0.999999331,NA,15000,5000,20,500,simple
685,100,500,0.8,168.6648812,0.57,0.65,79.2132,106.014,132.976,NA,NA,NA,1.002276497,NA,15000,5000,20,500,simple
686,100,500,0.8,125.1444378,0.53,0.7,58.0599,77.6015,101.324,NA,NA,NA,1.004293635,NA,15000,5000,20,500,simple
687,100,500,0.8,245.7895944,0.44,0.56,79.5717,110.1395,146.89,NA,NA,NA,1.000850497,NA,15000,5000,20,500,simple
688,100,500,0.8,125.1232481,0.59,0.75,59.6335,78.09125,97.7811,NA,NA,NA,1.000393719,NA,15000,5000,20,500,simple
689,100,500,0.8,132.6041848,0.63,0.72,66.431,83.73625,107.268,NA,NA,NA,1.001196364,NA,15000,5000,20,500,simple
690,100,500,0.8,237.361881,0.48,0.58,108.324,144.5005,190.474,NA,NA,NA,1.003248841,NA,15000,5000,20,500,simple
691,100,500,0.8,236.8041259,0.38,0.53,80.6083,118.089,157.168,NA,NA,NA,1.001329766,NA,15000,5000,20,500,simple
692,100,500,0.8,225.4789634,0.48,0.57,69.5077,95.2419,122.28,NA,NA,NA,1.000239665,NA,15000,5000,20,500,simple
693,100,500,0.8,150.1008356,0.57,0.69,65.2272,84.44475,107.7,NA,NA,NA,1.006450374,NA,15000,5000,20,500,simple
694,100,500,0.8,284.5596067,0.46,0.58,94.4814,130.2775,172.826,NA,NA,NA,1.003329565,NA,15000,5000,20,500,simple
695,100,500,0.8,78.89281891,0.69,0.85,49.7833,63.6673,79.9698,NA,NA,NA,0.999960606,NA,15000,5000,20,500,simple
696,100,500,0.8,68.72379438,0.74,0.92,37.6361,47.5774,59.471,NA,NA,NA,1.00329244,NA,15000,5000,20,500,simple
697,100,500,0.8,24.44517947,0.72,0.98,16.408,20.98375,26.5362,NA,NA,NA,1.000568716,NA,15000,5000,20,500,simple
698,100,500,0.8,225.2949922,0.47,0.57,87.6772,118.371,156.353,NA,NA,NA,1.003280325,NA,15000,5000,20,500,simple
699,100,500,0.8,250.4251335,0.48,0.58,83.2379,112.689,146.257,NA,NA,NA,0.999546172,NA,15000,5000,20,500,simple
700,100,500,0.8,36.18363686,0.72,0.92,24.006,29.8586,37.1326,NA,NA,NA,0.99924478,NA,15000,5000,20,500,simple
701,500,500,0.8,73.96715335,0.688,0.848,50.7274,56.3827,62.8204,NA,NA,NA,0.999317849,NA,15000,5000,20,500,simple
702,500,500,0.8,93.87815156,0.658,0.822,62.3799,70.2265,77.6478,NA,NA,NA,0.999929683,NA,15000,5000,20,500,simple
703,500,500,0.8,209.0750655,0.454,0.6,99.4323,113.987,128.348,NA,NA,NA,1.002227819,NA,15000,5000,20,500,simple
704,500,500,0.8,217.4029243,0.442,0.552,102.42,117.33,132.891,NA,NA,NA,1.004078638,NA,15000,5000,20,500,simple
705,500,500,0.8,118.0491168,0.604,0.758,77.8741,86.52285,97.4572,NA,NA,NA,0.999460151,NA,15000,5000,20,500,simple
706,500,500,0.8,280.5145903,0.434,0.516,106.047,122.6935,138.531,NA,NA,NA,0.999573718,NA,15000,5000,20,500,simple
707,500,500,0.8,51.41895669,0.732,0.902,40.7419,44.99335,49.8668,NA,NA,NA,1.000508319,NA,15000,5000,20,500,simple
708,500,500,0.8,219.1638075,0.47,0.57,93.4284,106.712,120.723,NA,NA,NA,1.000220447,NA,15000,5000,20,500,simple
709,500,500,0.8,158.3952299,0.544,0.686,84.0211,93.9734,105.77,NA,NA,NA,1.001619087,NA,15000,5000,20,500,simple
710,500,500,0.8,254.9717003,0.442,0.544,107.507,123.679,140,NA,NA,NA,1.000409686,NA,15000,5000,20,500,simple
711,500,500,0.8,70.6401493,0.648,0.862,54.4491,60.54405,67.1134,NA,NA,NA,0.99927373,NA,15000,5000,20,500,simple
712,500,500,0.8,231.7841018,0.462,0.612,95.4082,109.4515,124.954,NA,NA,NA,1.000516917,NA,15000,5000,20,500,simple
713,500,500,0.8,220.495757,0.5,0.624,98.7626,111.4205,126.242,NA,NA,NA,1.000743977,NA,15000,5000,20,500,simple
714,500,500,0.8,77.70750669,0.676,0.856,57.9094,64.33175,71.2484,NA,NA,NA,1.000927557,NA,15000,5000,20,500,simple
715,500,500,0.8,271.2802705,0.444,0.556,114.552,130.905,150.002,NA,NA,NA,1.000278344,NA,15000,5000,20,500,simple
716,500,500,0.8,116.4977108,0.658,0.792,75.2721,83.44715,92.3528,NA,NA,NA,1.000188437,NA,15000,5000,20,500,simple
717,500,500,0.8,168.0063958,0.532,0.676,87.8084,100.4085,113.168,NA,NA,NA,1.003394182,NA,15000,5000,20,500,simple
718,500,500,0.8,235.2206734,0.47,0.586,97.5849,112.931,126.938,NA,NA,NA,1.001599377,NA,15000,5000,20,500,simple
719,500,500,0.8,13.1497838,0.782,0.978,11.3679,12.48135,13.7202,NA,NA,NA,1.001965852,NA,15000,5000,20,500,simple
720,500,500,0.8,251.6884627,0.46,0.552,106.183,119.442,135.428,NA,NA,NA,1.001258066,NA,15000,5000,20,500,simple
721,500,500,0.8,259.4826758,0.428,0.562,108.46,123.1705,140.557,NA,NA,NA,0.999412016,NA,15000,5000,20,500,simple
722,500,500,0.8,84.89799254,0.64,0.846,59.0604,65.62395,73.0121,NA,NA,NA,1.002280017,NA,15000,5000,20,500,simple
723,500,500,0.8,34.01716743,0.736,0.934,30.8315,34.17125,37.6832,NA,NA,NA,0.999665563,NA,15000,5000,20,500,simple
724,500,500,0.8,111.5107252,0.606,0.752,76.6878,85.7026,95.5833,NA,NA,NA,1.000012569,NA,15000,5000,20,500,simple
725,500,500,0.8,36.57039657,0.752,0.918,28.944,32.0452,35.5118,NA,NA,NA,1.001998177,NA,15000,5000,20,500,simple
726,500,500,0.8,68.51271835,0.686,0.862,52.1842,57.39485,63.8579,NA,NA,NA,0.999942284,NA,15000,5000,20,500,simple
727,500,500,0.8,168.1016603,0.622,0.722,97.2176,108.352,120.68,NA,NA,NA,1.00188066,NA,15000,5000,20,500,simple
728,500,500,0.8,32.09195979,0.79,0.932,28.4324,31.5732,34.7048,NA,NA,NA,1.001552676,NA,15000,5000,20,500,simple
729,500,500,0.8,293.5771324,0.43,0.532,108.377,125.7775,142.749,NA,NA,NA,1.000843039,NA,15000,5000,20,500,simple
730,500,500,0.8,29.85877034,0.766,0.948,25.4374,28.3233,31.2558,NA,NA,NA,1.002799026,NA,15000,5000,20,500,simple
731,500,500,0.8,142.0976982,0.596,0.738,86.1315,95.60675,107.812,NA,NA,NA,1.001535136,NA,15000,5000,20,500,simple
732,500,500,0.8,186.5821467,0.506,0.65,92.6511,106.2925,118.698,NA,NA,NA,1.004015684,NA,15000,5000,20,500,simple
733,500,500,0.8,253.7570683,0.488,0.572,103.313,118.3005,132.776,NA,NA,NA,1.001154506,NA,15000,5000,20,500,simple
734,500,500,0.8,42.56406795,0.766,0.918,33.8161,37.66035,41.2443,NA,NA,NA,0.999803733,NA,15000,5000,20,500,simple
735,500,500,0.8,137.6521191,0.56,0.69,79.1523,89.86075,99.535,NA,NA,NA,1.002345808,NA,15000,5000,20,500,simple
736,500,500,0.8,294.2874182,0.364,0.496,108.26,126.2945,146.142,NA,NA,NA,1.0010632,NA,15000,5000,20,500,simple
737,500,500,0.8,296.1708956,0.422,0.53,108.419,126.4265,141.372,NA,NA,NA,1.001783308,NA,15000,5000,20,500,simple
738,500,500,0.8,121.2684535,0.58,0.754,70.4163,78.69565,88.6141,NA,NA,NA,0.999239299,NA,15000,5000,20,500,simple
739,500,500,0.8,240.5926936,0.456,0.562,98.6903,112.55,127.986,NA,NA,NA,1.005187623,NA,15000,5000,20,500,simple
740,500,500,0.8,162.7790902,0.566,0.708,94.8195,106.034,119.753,NA,NA,NA,0.99973175,NA,15000,5000,20,500,simple
741,500,500,0.8,51.68897075,0.708,0.882,41.8897,46.01145,51.2299,NA,NA,NA,1.001080145,NA,15000,5000,20,500,simple
742,500,500,0.8,221.9385029,0.51,0.642,97.5614,110.003,123.775,NA,NA,NA,1.000089709,NA,15000,5000,20,500,simple
743,500,500,0.8,117.5792309,0.624,0.762,79.6402,88.90475,99.2879,NA,NA,NA,0.999889654,NA,15000,5000,20,500,simple
744,500,500,0.8,236.2645526,0.46,0.562,102.227,116.5395,130.919,NA,NA,NA,0.999482508,NA,15000,5000,20,500,simple
745,500,500,0.8,77.78227953,0.694,0.854,59.6435,65.4886,73.2693,NA,NA,NA,1.000938686,NA,15000,5000,20,500,simple
746,500,500,0.8,146.4021241,0.642,0.768,79.258,89.11005,98.7008,NA,NA,NA,1.00223816,NA,15000,5000,20,500,simple
747,500,500,0.8,97.98910126,0.634,0.832,69.8741,78.1143,86.3272,NA,NA,NA,1.001023689,NA,15000,5000,20,500,simple
748,500,500,0.8,227.3245343,0.5,0.608,106.768,121.067,137.108,NA,NA,NA,1.001209412,NA,15000,5000,20,500,simple
749,500,500,0.8,31.03186654,0.724,0.928,24.0653,26.836,29.7688,NA,NA,NA,1.000310826,NA,15000,5000,20,500,simple
750,500,500,0.8,134.9759113,0.586,0.734,79.4188,89.0307,99.4218,NA,NA,NA,1.00063195,NA,15000,5000,20,500,simple
751,500,500,0.8,141.4767346,0.62,0.776,83.1903,93.8188,104.297,NA,NA,NA,1.005506084,NA,15000,5000,20,500,simple
752,500,500,0.8,41.93898213,0.74,0.906,31.7153,35.1264,38.9524,NA,NA,NA,1.001749267,NA,15000,5000,20,500,simple
753,500,500,0.8,214.8082704,0.472,0.6,102.479,116.2005,132.375,NA,NA,NA,1.001412462,NA,15000,5000,20,500,simple
754,500,500,0.8,73.62678198,0.69,0.872,57.1969,63.15325,70.4313,NA,NA,NA,0.999886227,NA,15000,5000,20,500,simple
755,500,500,0.8,275.2184612,0.406,0.534,103.792,119.358,136.374,NA,NA,NA,1.004608696,NA,15000,5000,20,500,simple
756,500,500,0.8,241.7887384,0.524,0.626,100.167,112.584,127.362,NA,NA,NA,1.000209701,NA,15000,5000,20,500,simple
757,500,500,0.8,60.33907397,0.734,0.904,48.6253,53.8459,59.6942,NA,NA,NA,0.999839781,NA,15000,5000,20,500,simple
758,500,500,0.8,191.2123526,0.494,0.64,90.8423,102.094,115.306,NA,NA,NA,1.001025694,NA,15000,5000,20,500,simple
759,500,500,0.8,87.37365537,0.67,0.826,65.9953,73.1418,81.4088,NA,NA,NA,1.002328431,NA,15000,5000,20,500,simple
760,500,500,0.8,203.2876156,0.504,0.608,95.0967,107.2925,120.908,NA,NA,NA,1.002045404,NA,15000,5000,20,500,simple
761,500,500,0.8,219.7313984,0.496,0.6,104.056,117.3935,131.693,NA,NA,NA,0.999575355,NA,15000,5000,20,500,simple
762,500,500,0.8,245.3951453,0.446,0.554,102.28,116.832,132.024,NA,NA,NA,1.004324848,NA,15000,5000,20,500,simple
763,500,500,0.8,127.7256046,0.624,0.77,86.9327,96.84055,107.835,NA,NA,NA,1.003875467,NA,15000,5000,20,500,simple
764,500,500,0.8,81.77241559,0.652,0.838,56.7696,62.76865,69.5853,NA,NA,NA,1.000368921,NA,15000,5000,20,500,simple
765,500,500,0.8,160.0440526,0.614,0.74,88.4376,100.2815,111.185,NA,NA,NA,1.000318756,NA,15000,5000,20,500,simple
766,500,500,0.8,66.20067889,0.668,0.876,48.3944,53.907,59.6791,NA,NA,NA,1.002723535,NA,15000,5000,20,500,simple
767,500,500,0.8,54.89042869,0.736,0.904,44.4651,49.46765,54.6555,NA,NA,NA,1.001535604,NA,15000,5000,20,500,simple
768,500,500,0.8,122.7701014,0.608,0.774,77.2806,87.219,96.4545,NA,NA,NA,1.000099061,NA,15000,5000,20,500,simple
769,500,500,0.8,105.7193839,0.646,0.788,70.449,78.51555,87.1986,NA,NA,NA,1.007803771,NA,15000,5000,20,500,simple
770,500,500,0.8,21.47644989,0.774,0.938,18.7619,20.6251,22.6723,NA,NA,NA,1.001738775,NA,15000,5000,20,500,simple
771,500,500,0.8,268.9204828,0.428,0.546,116.5,133.218,151.873,NA,NA,NA,0.999925121,NA,15000,5000,20,500,simple
772,500,500,0.8,22.02083899,0.786,0.962,19.1643,21.21465,23.384,NA,NA,NA,0.999712816,NA,15000,5000,20,500,simple
773,500,500,0.8,234.1132075,0.474,0.616,115.697,130.509,148.692,NA,NA,NA,1.000685623,NA,15000,5000,20,500,simple
774,500,500,0.8,96.86104493,0.626,0.79,72.8465,81.273,90.3679,NA,NA,NA,1.002116235,NA,15000,5000,20,500,simple
775,500,500,0.8,21.89854949,0.782,0.962,17.9316,19.83415,21.8978,NA,NA,NA,1.001378399,NA,15000,5000,20,500,simple
776,500,500,0.8,150.4150778,0.528,0.7,83.1815,94.74825,105.774,NA,NA,NA,1.001258749,NA,15000,5000,20,500,simple
777,500,500,0.8,135.3546285,0.594,0.746,83.231,93.93625,104.401,NA,NA,NA,1.000711285,NA,15000,5000,20,500,simple
778,500,500,0.8,204.9410194,0.488,0.62,90.4827,101.6135,116.403,NA,NA,NA,1.001695362,NA,15000,5000,20,500,simple
779,500,500,0.8,148.9857547,0.546,0.692,87.2941,97.5523,110.181,NA,NA,NA,1.001925337,NA,15000,5000,20,500,simple
780,500,500,0.8,100.0722242,0.644,0.79,72.0633,79.8558,89.4458,NA,NA,NA,0.99999763,NA,15000,5000,20,500,simple
781,500,500,0.8,54.13921102,0.732,0.9,42.8199,47.47595,52.2108,NA,NA,NA,0.999420526,NA,15000,5000,20,500,simple
782,500,500,0.8,156.7659342,0.57,0.7,93.7374,104.417,118.104,NA,NA,NA,1.00230202,NA,15000,5000,20,500,simple
783,500,500,0.8,194.4249593,0.55,0.656,93.3336,105.681,118.346,NA,NA,NA,1.00104266,NA,15000,5000,20,500,simple
784,500,500,0.8,299.9347905,0.41,0.522,121.87,140.104,157.895,NA,NA,NA,1.001525082,NA,15000,5000,20,500,simple
785,500,500,0.8,117.2224264,0.616,0.76,73.86,83.29515,92.2588,NA,NA,NA,1.002599895,NA,15000,5000,20,500,simple
786,500,500,0.8,97.71755008,0.648,0.788,62.2589,69.40825,77.1941,NA,NA,NA,0.999605236,NA,15000,5000,20,500,simple
787,500,500,0.8,18.99786712,0.782,0.964,17.1119,18.87045,20.6995,NA,NA,NA,1.004418476,NA,15000,5000,20,500,simple
788,500,500,0.8,50.57077187,0.686,0.886,42.1777,47.22665,52.5087,NA,NA,NA,1.000990875,NA,15000,5000,20,500,simple
789,500,500,0.8,270.2710217,0.41,0.518,97.9706,113.7045,129.81,NA,NA,NA,1.002004754,NA,15000,5000,20,500,simple
790,500,500,0.8,146.8145599,0.558,0.714,81.1052,90.2874,102.372,NA,NA,NA,1.001425286,NA,15000,5000,20,500,simple
791,500,500,0.8,239.6078936,0.456,0.572,97.5255,111.66,126.152,NA,NA,NA,0.999487379,NA,15000,5000,20,500,simple
792,500,500,0.8,77.94076631,0.646,0.826,57.8899,64.48135,71.6166,NA,NA,NA,0.999304567,NA,15000,5000,20,500,simple
793,500,500,0.8,88.78746968,0.654,0.812,59.1633,65.7573,73.2722,NA,NA,NA,1.000150323,NA,15000,5000,20,500,simple
794,500,500,0.8,261.3124021,0.438,0.564,118.48,135.6685,155.168,NA,NA,NA,1.000735476,NA,15000,5000,20,500,simple
795,500,500,0.8,214.5305928,0.442,0.582,101.345,115.0095,131.554,NA,NA,NA,1.004063154,NA,15000,5000,20,500,simple
796,500,500,0.8,42.3261735,0.736,0.922,34.6456,38.35435,42.3382,NA,NA,NA,1.000141194,NA,15000,5000,20,500,simple
797,500,500,0.8,42.50272813,0.738,0.92,35.0011,38.98085,43.1133,NA,NA,NA,1.001056867,NA,15000,5000,20,500,simple
